[ID],Year,Institution,insttype,state,medschl,PROGYEAR,COUNTRY,Lic FTEs,Oth FTEs,Tot Res Exp,Fed Res Exp,Ind Res Exp,Lic Iss,Opt Iss,Tot Discl Lic,Excl Lic/Opt.,Non-Excl Lic/Opt,Excl Lic Lg Co,Non-Excl Lic Lg Co,Excl Lic Sm Co,Non-Excl Lic Sm Co,Excl Lic St-Ups,Non-Excl St-Ups,Lic w Equ,Act Lic,Tot Lic St-Ups,Tot Lic Sm Co,Tot Lic Lg Co,Res Fnd from Lic,Lic Gen Inc,Lic Gen Run Roy,Lic $1mm+,Tot Lic/Opt Exe,Gross Lic Inc,Lic Inc Run Roy,Lic Inc Equ,Lic Inc Other,Lic Inc Pd Oth,Leg Fees,Reimb Leg Fee,Inv Dis Rec,Inv Dis Cld,Cum Inv Dis Cld,Inact Inv Dis,Techn Lic,Tot Pat App Fld,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Iss US Pat,St-Ups Formed,St-Ups No Fnd,St-Ups Inst Fnd,St-Ups SBIR Fnd,St-Ups F&F Fnd,St-Ups Angl Fnd,St-Ups Angl Netw Fnd,St-Ups State Fnd,St-Ups VC Fnd,St-Ups Corp Fnd,St-Ups Oth Fnd,St-Ups in Home St,St-Ups Cld,Cum Op St-Ups,St-Ups w Equ,New Prod
95246,2007,Univ. of Texas Health Science Ctr. San Antonio,5U,TX,Yes,1990,USA,2,6,"$160,282,000 ","$95,610,000 ","$8,622,000 ",7,1,7,1,6,,,,,,,0,104,0,5,3, ,60,52,0,8,"$1,606,882 ","$1,439,397 ",$0 ,"$167,485 ","$2,518 ","$447,462 ","$149,125 ",25,4,2,,0,22,22,0,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1
95251,2007,Univ. of Texas Medical Branch,5U,TX,Yes,1988,USA,4,5,"$156,103,865 ","$118,172,604 ","$6,658,901 ",15,3,20,8,10,,,,,,,2,118,2,9,7,"$1,028,569 ",34,11,0,18,"$958,937 ","$70,715 ","$8,000 ","$880,222 ",$0 ,"$758,992 ","$255,045 ",76,12,,,22,67,45,0,42,3,6,2,1,1,0,0,0,0,0,1,1,0,2,1,9,1,1
95252,2007,Univ. of Texas Southwestern Med. Ctr.,5U,TX,Yes,1990,,6.5,15,"$350,932,307 ","$200,267,222 ","$16,672,420 ",28,1,23,1,28,,,,,,,0,330,0,8,21,"$3,649,421 ",128,54,2,29,"$7,438,143 ","$5,828,246 ","$367,154 ","$1,242,743 ","$405,504 ","$1,213,680 ","$918,192 ",173,,,,6,59,38,0,27,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8
95247,2007,Univ. of Texas Arlington,5U,TX,No,1999,USA,1.5,0.5,"$39,624,430 ","$33,680,766 ","$5,943,664 ",6,0,16,6,0,,,,,,,4,,4,1,1,"$447,794 ",1,1,0,6,"$30,000 ","$30,000 ",$0 ,$0 ,$0 ,"$405,649 ",$0 ,50,10,1,50,3,31,,,,,3,3,0,0,0,1,0,0,1,1,1,0,3,0,6,3,
95253,2007,Univ. of Toledo,5U,OH,Yes,1994,United States,1,2,"$52,448,000 ","$31,663,000 ","$2,157,000 ",18,0,18,8,10,,,,,,,2,74,2,9,7,"$1,120,028 ",40,18,0,18,"$656,156 ","$372,546 ",$0 ,"$283,610 ","$1,080 ","$282,911 ","$208,862 ",33,5,0,,18,43,20,0,19,1,4,2,4,0,2,3,2,1,2,0,0,0,1,0,10,2,3
95254,2007,Univ. of Toronto (excluding affiliated hospitals),3CN,ON,Yes,1980,Canada,18.05,9.5,"$375,047,251 ","$252,777,777 ","$14,209,229 ",63,5,37,18,45,,,,,,,6,352,,,, ,58,42,1,68,"$2,470,609 ","$1,925,253 ","$282,135 ","$263,221 ","$685,767 ","$541,289 ",$0 ,139,,,,,62,63,28,23,12,16,8,,,,,,,,,,,8,5,107,1,
95256,2007,Univ. of Utah,5U,UT,Yes,1968,USA,9.75,19.75,"$274,556,126 ","$203,791,163 ","$33,392,246 ",59,5,110,53,11,,,,,,,18,182,18,36,10,"$5,171,325 ",70,39,4,64,"$17,493,415 ","$16,891,211 ","$18,540 ","$583,664 ","$439,988 ","$2,352,179 ","$791,052 ",189,0,,,15,191,91,1,68,22,27,18,6,1,4,6,2,2,1,0,0,4,15,1,101,14,5
95257,2007,Univ. of Vermont,5U,MA,Yes,1998,,2,0,"$80,126,143 ","$79,855,849 ","$2,842,422 ",5,1,6,,5,,,,,,,0,40,1,3,2,$0 ,8,5,0,6,"$408,668 ","$389,076 ",$0 ,"$19,592 ",$0 ,"$526,741 ",$0 ,55,1,2,64,0,27,17,0,17,0,8,1,0,1,0,0,0,0,0,0,0,0,1,2,6,1,1
95259,2007,Univ. of Virginia Patent Fdn.,5U,VA,Yes,1977,USA,6,9,"$230,181,000 ","$198,274,000 ","$3,891,000 ",52,6,76,29,23,,,,,,,1,374,10,26,22, ,152,93,1,58,"$5,240,321 ","$2,432,994 ","$16,344 ","$2,790,983 ","$77,995 ","$2,188,418 ","$1,790,067 ",184,0,0,0,0,249,223,40,163,20,18,4,0,0,0,0,0,0,0,0,0,4,3,1,46,1,1
95260,2007,Univ. of Washington/Wash. Res. Fdn.,5U,WA,Yes,1983,USA,16,44.6,"$961,483,207 ","$665,720,140 ","$21,475,254 ",190,13,192,26,164,,,,,,,10,1040,18,79,106, ,429,133,7,203,"$63,283,697 ","$44,615,698 ","$3,361,011 ","$15,306,988 ","$91,590 ","$3,196,785 ","$1,709,347 ",335,0,103,746,,166,88,0,61,27,43,11,3,0,1,5,3,0,0,3,2,1,8,,,6,56
95261,2007,Univ. of Waterloo,3CN,ON,No,1990,Canada,2.5,1,"$116,348,923 ","$90,235,817 ","$26,113,106 ",11,0,5,4,8,,,,,,,0,280,0,6,5,$0 ,11,7,0,11,"$419,648 ","$394,026 ","$23,282 ","$2,341 ",$0 ,"$173,638 ",$0 ,11,2,,,0,11,7,0,7,0,0,2,0,0,0,0,1,0,0,0,0,1,1,2,52,0,4
99020,2007,Univ. of West Florida Research Fndtn,5U,FL,No,2007,US,0.05,0.45,"$17,215,987 ","$14,715,106 ","$464,946 ",0,0,0,0,0,,,,,,,0,3,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$6,504 ",$0 ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95265,2007,Université Laval,3CN,QB,Yes,1986,Canada,8,6,"$216,318,012 ","$98,361,307 ","$32,894,320 ",13,2,1,8,5,,,,,,,1,58,1,14,0,"$1,472,245 ",19,19,0,15,"$1,266,442 ","$403,120 ","$179,559 ","$683,762 ",$0 ,"$996,291 ","$280,499 ",39,6,2,0,13,35,81,52,17,12,20,1,0,0,0,0,0,0,0,0,0,1,0,0,25,1,1
20070261,2007,University of Alabama,5U,AL,No,2006,USA,1,2,"$79,336,113 ","$75,563,435 ","$3,772,678 ",5,0,5,5,0,,,,,,,3,7,4,0,1,"$815,000 ",1,1,0,5,"$150,000 ",$0 ,$0 ,"$150,000 ",$0 ,"$542,995 ","$436,088 ",46,46,5,0,0,38,38,0,36,2,0,4,0,1,0,3,0,0,0,0,1,0,3,1,3,4,0
20060260,2007,University of Ontario Institute of Technology,3CN,ON,No,2006,Canada,1,0,"$2,355,827 ","$1,510,167 ","$120,021 ",0,0,0,0,0,,,,,,,0,0,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$16,779 ",$0 ,8,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97000,2007,University of Victoria,3CN,BC,No,1992,Canada,12,3,"$66,651,684 ","$37,114,966 ","$440,340 ",4,1,5,3,1,,,,,,,0,16,2,2,1,$0 ,9,3,0,5,"$149,355 ","$26,594 ","$98,509 ","$24,253 ","$5,759 ","$152,445 ","$33,710 ",71,53,,,1,18,27,9,5,13,3,7,0,7,0,1,1,0,0,0,0,0,7,1,28,7,3
95266,2007,Utah State Univ.,5U,UT,No,1987,,3.92,1.75,"$138,065,000 ","$89,948,000 ","$3,319,000 ",8,0,8,3,5,,,,,,,1,61,3,0,5,"$229,538 ",4,7,0,8,"$491,078 ","$367,578 ",$0 ,"$123,500 ","$3,818 ","$260,169 ","$45,615 ",62,,,,,29,11,1,6,4,,3,1,0,0,0,0,1,0,0,0,1,3,0,24,1,
95267,2007,UTI Inc./Univ. of Calgary,3CN,AB,Yes,1989,Canada,9,10,"$353,758,160 ","$102,608,756 ","$38,644,542 ",35,2,32,3,32,,,,,,,0,94,2,14,21,"$131,113 ",51,48,1,37,"$4,673,324 ","$3,577,597 ","$465,087 ","$630,640 ","$26,201 ","$746,614 ","$176,199 ",78,4,355,717,4,41,63,,,,14,0,,,,,,,,,,,,0,12,,24
95268,2007,Vanderbilt Univ.,5U,TN,Yes,1990,U.S.,8,8.25,"$411,092,342 ","$324,367,195 ","$17,991,323 ",41,3,68,12,29,,,,,,,2,256,6,24,14,"$664,201 ",98,49,2,44,"$9,010,684 ","$4,973,890 ",$0 ,"$4,036,794 ","$10,688 ","$2,373,167 ","$981,921 ",144,0,16,175,28,122,67,1,63,3,27,4,4,6,1,1,5,2,1,6,1,0,5,1,14,2,2
95270,2007,Virginia Commonwealth Univ.,5U,VA,Yes,1994,USA,3,1,"$134,453,000 ","$90,137,000 ","$9,782,000 ",13,0,13,9,4,,,,,,,1,13,1,11,1,"$170,254 ",30,17,0,13,"$2,656,059 ","$1,205,631 ","$1,012,981 ","$437,447 ","$210,851 ","$224,005 ","$48,760 ",78,3,75,75,2,68,78,10,45,23,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4
95271,2007,Virginia Tech Intellectual Properties Inc.,5U,VA,No,1985,USA,3.5,3,"$181,862,068 ","$131,417,153 ","$16,848,933 ",11,4,38,10,1,,,,,,,0,157,2,11,2,$0 ,60,60,0,15,"$1,990,550 ","$1,990,550 ",$0 ,$0 ,$0 ,"$679,979 ","$186,485 ",126,,,,,119,77,0,66,11,33,2,0,0,0,2,0,0,0,0,0,0,2,0,,1,0
95272,2007,W.A.R.F./Univ. of Wisconsin Madison,5U,WI,Yes,1925,U.S.A.,37,22,"$1,028,000,000 ","$565,400,000 ","$40,800,000 ",43,14,,19,24,,,,,,,4,,7,16,34, ,236,89,8,57,"$46,700,000 ","$45,430,000 ",$0 ,"$1,270,000 ","$290,000 ","$8,400,000 ","$1,080,000 ",409,,,,,344,175,0,117,58,124,6,2,0,1,0,3,0,2,1,0,0,5,0,62,4,99
95273,2007,Wake Forest Univ.,5U,NC,Yes,1985,,4,2.5,"$185,609,000 ","$141,467,000 ","$14,656,000 ",9,4,13,7,6,,,,,,,4,,5,1,7,"$507,875 ",13,10,2,13,"$71,226,905 ","$71,155,133 ","$71,772 ",$0 , ,"$1,423,131 ","$703,342 ",59,,,,,28,,,,,8,5,,,,,,,,,,,5,0,9,4,1
95274,2007,Washington State Univ. Research Fdn.,5U,WA,No,1939,USA,4.4,3.75,"$135,253,129 ","$94,520,937 ","$4,906,681 ",27,1,24,22,4,,,,,,,2,127,2,14,12,"$275,480 ",42,38,0,28,"$1,004,315 ","$256,740 ",$0 ,"$747,575 ","$82,504 ","$511,981 ","$226,782 ",58,13,13,54,4,56,58,17,25,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95275,2007,Washington Univ. St. Louis,5U,MO,Yes,1985,United States,5,9,"$537,258,000 ","$484,214,000 ","$52,400,000 ",36,4,40,5,31,,,,,,,5,468,5,,, ,283,,3,40,"$12,009,853 ", , , ,"$664,687 ","$2,113,917 ","$1,618,881 ",100,,,,,73,98,25,40,33,11,5,,,,,,,,,,,3,2,25,5,
95276,2007,Wayne State Univ.,5U,MI,Yes,1988,USA,4,3,"$238,738,000 ","$114,364,000 ","$10,992,000 ",11,5,18,6,5,,,,,,,1,107,5,6,5,$0 ,41,18,1,16,"$4,620,108 ","$3,728,108 ",$0 ,"$892,000 ","$175,488 ","$1,018,356 ","$633,858 ",45,,,,4,28,14,1,11,2,10,3,2,0,0,0,0,0,1,0,0,0,4,0,18,0,2
20000024,2007,Western Michigan Univ,5U,MI,No,2005,,1,1, , , ,1,0,7,1,0,,,,,,,0,6,1,0,0,"$56,525 ",2,2,0,1, , , , ,$0 ,"$65,000 ",$0 ,15,1,,,0,10,8,2,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
95262,2007,Western Lawson and Robarts,3CN,ON,Yes,1995,Canada,13,5,"$209,284,360 ","$81,620,900 ","$23,021,280 ",29,5,28,11,18,,,,,,,2,108,4,18,12,"$530,468 ",52,18,1,34,"$3,688,435 ","$2,655,153 ","$227,771 ","$805,512 ","$1,405 ","$591,997 ","$127,846 ",117,29,25,214,2,53,41,2,35,4,3,3,0,1,0,0,0,0,0,0,3,0,3,1,29,5,
20000243,2007,Wilfrid Laurier Univ,3CN,ON,No,2006,Canada,1,0,"$5,167,733 ", ,"$10,534 ",0,0,0,0,0,,,,,,,0,0,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,707 ",$0 ,2,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95279,2007,Wistar Inst.,4HRI,PA,No,1991,United States,2,1,"$48,123,000 ","$26,883,000 ","$284,000 ",23,1,18,3,20,,,,,,,0,142,0,19,5,$0 ,84,55,1,24,"$9,571,000 ","$7,836,000 ",$0 ,"$1,735,000 ",$0 ,"$227,000 ","$21,000 ",10,,,,0,16,7,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95280,2007,Woods Hole Oceanographic Inst.,4HRI,MA,No,1993,USA,1,1,"$129,065,758 ","$113,602,299 ","$15,463,459 ",1,0,1,1,0,,,,,,,0,11,0,1,0,$0 ,8,7,0,1,"$341,720 ","$334,220 ",$0 ,"$7,500 ",$0 ,"$56,200 ",$0 ,4,0,0,0,0,4,5,1,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95002,2008,Albert Einstein College of Med/Yeshiva Univ.,5U,NY,Yes,1985,,5,3,"$145,523,590 ","$143,866,245 ","$1,657,345 ",3,1,22,2,1,,,,,,,0,,1,3,0,"$2,375,000 ",24,12,0,4,"$2,034,755 ","$80,410 ","$566,390 ","$1,387,955 ", , , ,29,7,,,,30,12,0,12,0,8,1,0,0,0,1,0,0,0,0,1,1,0,,,0,
95006,2008,Arizona State Univ.,5U,AZ,No,1985,USA,8,8,"$237,521,155 ","$156,168,043 ","$13,969,344 ",18,32,39,5,13,,,,,,,0,94,4,6,40, ,30,8,0,50,"$1,212,021 ","$221,217 ","$243,634 ","$747,170 ","$35,593 ","$2,191,219 ","$508,710 ",147,40,75,827,12,141,87,0,86,1,16,1,0,1,0,0,0,0,0,0,0,0,1,0,16,1,7
95007,2008,Auburn Univ.,5U,AL,No,1988,USA,3,4.5,"$146,984,000 ","$54,748,000 ","$3,841,000 ",11,3,16,8,3,,,,,,,1,54,1,12,1,"$1,776,368 ",28,13,0,14,"$675,132 ","$82,166 ",$0 ,"$592,966 ",$0 ,"$736,377 ","$232,702 ",84,17,20,201,3,153,67,0,67,0,12,1,0,0,0,1,0,0,0,1,0,0,1,0,14,1,1
95008,2008,Ball State Univ.,5U,IN,No,1991,, , ,"$20,388,000 ","$12,383,000 ","$3,553,000 ",3,0,3,3,0,,,,,,,0,18,0,2,1,$0 ,35,35,0,3,"$112,443 ","$112,443 ",$0 ,$0 ,$0 ,"$12,456 ",$0 ,15,,,,,4,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,
95010,2008,Baylor College of Medicine,5U,TX,Yes,1983,,8,3,"$304,225,000 ","$234,213,000 ","$16,994,000 ",38,6,47,16,22,,,,,,,1,534,1,35,8,$0 ,156,75,3,44,"$8,863,000 ","$5,122,000 ",$0 ,"$3,741,000 ", ,"$490,000 ","$112,000 ",73,,,,,47,30,,,,11,1,0,0,0,0,1,0,1,0,0,0,1,,29,1,7
95011,2008,Beth Israel Deaconess Medical Ctr.,4HRI,MA,No,1997,USA,4,4,"$190,139,000 ","$139,579,000 ","$7,390,000 ",24,5,6,10,14,,,,,,,0,150,3,16,10,$0 ,38,26,0,29,"$1,229,931 ","$842,120 ","$149,489 ","$238,322 ","$25,500 ","$1,858,185 ","$938,258 ",86,54,28,770,6,88,25,0,25,0,13,3,1,0,0,1,1,0,0,1,0,0,1,2,24,0,
96044,2008,Blood Center of Wisconsin,4HRI,WI,No,2003,USA,0.2,0.8,"$12,500,000 ","$10,000,000 ","$500,000 ",7,0,7,1,6,,,,,,,0,20,0,1,6,$0 ,20,17,0,7,"$706,671 ","$549,671 ",$0 ,"$157,000 ",$0 ,"$67,890 ","$5,389 ",9,,,,,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
95014,2008,Boston Univ./Boston Medical Ctr.,5U,MA,Yes,1976,,6,1.27,"$343,423,777 ","$262,991,971 ","$12,114,089 ",12,11,41,9,3,,,,,,,7,143,7,14,2, ,41,22,0,23,"$1,484,441 ","$763,788 ","$72,982 ","$647,671 ","$163,923 ","$1,965,696 ","$1,215,794 ",93,29,40,995,4,192,66,0,66,0,9,12,,,,,,,,,,,6,3,37,8,6
95015,2008,Bowling Green State Univ.,5U,OH,No,2001,,2,2.55,"$10,712,000 ","$5,918,000 ","$2,113,000 ",2,0,0,0,2,,,,,,,0,0,0,0,2,$0 ,2,0,0,2,"$8,000 ",$0 ,$0 ,"$8,000 ",$0 ,"$49,000 ",$0 ,8,0,0,0,0,8,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95017,2008,Brigham & Women's Hospital Inc.,4HRI,MA,No,1986,USA,9,9.5,"$441,249,000 ","$258,194,000 ","$59,059,000 ",46,5,46,10,35,,,,,,,2,310,2,16,33,"$520,000,000 ",102,38,0,51,"$7,674,364 ","$3,873,218 ","$27,880 ","$3,773,266 ","$71,692 ","$3,286,435 ","$1,946,051 ",146,1,10,894,5,88,44,0,43,1,17,2,0,1,0,1,0,0,0,0,1,0,2,0,22,2,
95018,2008,Brigham Young Univ.,5U,UT,No,1986,USA,4,3,"$26,364,124 ","$19,817,483 ","$6,546,641 ",25,4,25,17,8,,,,,,,4,195,12,11,6,"$865,000 ",164,164,0,29,"$4,481,644 ","$4,439,576 ",$0 ,"$42,068 ","$3,023 ","$690,875 ","$926,705 ",92,2,11,11,5,62,52,0,47,5,3,9,0,0,0,4,2,0,1,1,1,0,7,2,36,4,
97018,2008,British Columbia Inst. of Technology,3CN,BC,No,2004,Canada,3,5, , , ,4,0,15,2,2,,,,,,,,,,,, ,,,,4, , , , , , , ,,,,,,,,,,,,0,,,,,,,,,,,,,,,
95021,2008,Burnham Inst.,4HRI,CA,No,1995,,6.7,0.8,"$87,778,000 ","$79,807,000 ","$2,145,000 ",14,5,76,3,11,,,,,,,4,94,3,13,3,"$709,000 ",72,42,0,19,"$932,000 ","$515,000 ","$11,000 ","$406,000 ","$5,000 ","$1,584,000 ","$429,000 ",41,3,0,404,3,88,38,0,38,0,7,3,0,0,0,0,0,0,0,1,0,2,1,0,3,3,17
95022,2008,California Inst. of Technology,5U,CA,No,1978,,5,3.5, ,"$445,484,880 ", ,39,18,214,35,4,,,,,,,27,136,27,7,23, ,77,71,4,57,"$19,220,613 ","$11,991,880 ","$400,483 ","$6,828,250 ", ,"$5,863,589 ","$611,862 ",511,32,,,,479,426,0,304,122,,14,,,,,,,,,,,,,,,
95027,2008,Carnegie Mellon Univ.,5U,PA,No,1992,USA,6,3,"$229,280,000 ","$185,601,000 ","$20,923,000 ",23,2,76,14,9,,,,,,,8,227,11,8,6,$0 ,55,28,2,25,"$6,364,422 ","$3,346,197 ",$0 ,"$3,018,225 ",$0 ,"$1,393,521 ","$369,128 ",122,30,31,968,12,87,40,0,36,4,21,10,0,5,0,0,0,0,2,2,3,0,9,2,61,8,14
95029,2008,Case Western Reserve Univ.,5U,OH,Yes,1986,USA,7,4,"$416,077,000 ","$305,483,000 ","$4,873,000 ",26,8,129,4,22,,,,,,,0,217,0,16,18,"$83,853 ",,,2,34,"$13,294,612 ", , , , ,"$1,618,944 ","$411,150 ",129,,,,,95,122,,,,10,1,,,,,,,,,,,1,,,,
20000226,2008,Cedars-Sinai Medical Ctr.,4HRI,CA,No,1991,United States,1,2,"$73,535,237 ","$34,610,706 ","$7,914,198 ",7,1,12,3,4,,,,,,,0,31,1,3,4,$0 ,29,18,5,8,"$16,509,435 ","$13,963,543 ","$106,807 ","$2,439,085 ",$0 ,"$2,101,723 ","$690,922 ",33,11,18,18,0,57,29,0,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95034,2008,Children's Hospital Boston,4HRI,MA,Yes,1991,,7.9,8,"$194,230,047 ","$122,730,792 ","$6,231,398 ",19,3,23,5,14,,,,,,,1,185,5,9,8,$0 ,56,34,3,22,"$16,284,462 ","$15,211,096 ","$40,105 ","$1,033,261 ","$5,034,139 ","$2,779,575 ","$1,754,082 ",116,11,,,5,111,54,0,54,0,21,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,2
95036,2008,Children's Hospital Oakland Research Inst.,4HRI,CA,No,2001,,1,0.2,"$53,658,325 ","$34,474,221 ","$3,091,657 ",4,0,3,2,2,,,,,,,1,15,0,2,2,$0 ,9,3,0,4,"$459,233 ","$125,233 ",$0 ,"$334,000 ",$0 ,"$805,516 ","$196,101 ",18,0,0,0,4,23,9,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95033,2008,Children's Hospital of Philadelphia,4HRI,PA,No,1991,,2,8,"$223,111,000 ","$114,820,119 ", ,7,2,7,1,6,,,,,,,0,30,1,5,3,"$200,000 ",28,11,1,9,"$190,787,567 ","$13,046,512 ",$0 ,"$177,741,055 ",$0 ,"$897,243 ","$169,398 ",58,8,12,0,4,35,22,0,20,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96008,2008,Children's Hospital Cincinnati,4HRI,OH,No,1997,USA,4,3.5,"$230,525,001 ","$97,051,597 ","$16,366,803 ",16,1,13,3,13,,,,,,,0,139,0,9,8, ,48,32,1,17,"$17,340,690 ","$1,954,203 ",$0 ,"$15,386,487 ","$25,425 ","$1,241,556 ","$230,337 ",101,1,99,5,2,40,20,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95038,2008,City of Hope National Medical Ctr. & Beckman Research  Inst.,4HRI,CA,No,1986,U.S.A.,2,1,"$244,704,000 ","$41,843,392 ","$16,361,476 ",8,1,,5,3,,,,,,,0,29,1,2,6, ,22,12,3,9,"$408,701,463 ", , , , , , ,21,,,,,39,16,0,15,1,7,0,,,,,,,,,,,,0,2,,1
95040,2008,Clemson Univ.,5U,SC,No,1987,USA,3,4,"$139,283,678 ","$43,574,862 ","$7,834,165 ",22,3,18,6,16,,,,,,,0,20,7,15,3,$0 ,13,2,1,25,"$2,861,439 ","$2,611,631 ",$0 ,"$249,808 ",$0 ,"$451,339 ","$35,393 ",62,9,0,0,1,69,65,0,33,32,15,3,0,0,0,2,1,1,2,0,0,0,2,0,12,0,0
95041,2008,Cleveland Clinic,4HRI,OH,Yes,1989,United States of America,4.5,18.25,"$211,165,000 ","$72,418,000 ","$62,025,000 ",28,4,44,18,10,,,,,,,4,184,3,14,15,"$505,000 ",80,46,2,32,"$8,327,851 ","$5,526,283 ","$52,058 ","$2,749,510 ","$50,238 ","$2,961,369 ","$489,034 ",202,44,,,44,146,63,0,63,0,17,5,3,0,0,1,1,0,1,0,0,0,5,0,28,5,4
95044,2008,Colorado State Univ.,5U,CO,No,1970,USA,3,3,"$302,612,943 ","$214,957,550 ","$18,068,427 ",23,9,37,16,7,,,,,,,3,85,7,15,10, ,34,19,0,32,"$804,680 ","$674,362 ",$0 ,"$130,318 ","$34,318 ","$363,597 ","$96,479 ",89,3,12,848,5,95,71,0,67,4,9,3,1,0,0,0,0,0,0,0,0,2,2,0,25,1,7
95045,2008,Columbia Univ.,5U,NY,Yes,1982,U.S.A.,20,19,"$640,000,000 ", , ,32,4,52,17,13,,,,,,,6,34,6,10,20, ,171,116,6,36,"$134,273,996 ","$128,224,200 ","$4,229,322 ","$1,820,474 ","$41,253,192 ","$13,147,681 ","$2,988,345 ",297,,,,,466,264,0,264,0,59,10,1,5,0,5,3,0,0,0,1,0,8,5,65,9,
95048,2008,Cornell Research Fdn. Inc.,5U,NY,Yes,1979,United States,15,16,"$668,227,455 ","$377,896,060 ","$25,947,167 ",39,7,81,19,20,,,,,,,7,433,9,16,21, ,199,86,1,46,"$6,928,171 ","$5,425,693 ","$18,385 ","$1,484,093 ","$236,481 ","$5,179,257 ","$2,588,485 ",246,14,129,0,32,227,137,1,131,5,54,5,,,,,,,,,,,4,5,50,2,8
96019,2008,Dalhousie Univ.,3CN,NS,Yes,1990,Canada,5,3,"$107,519,158 ","$67,612,640 ","$9,458,239 ",3,1,4,3,1,,,,,,,1,9,1,3,0,$0 ,5,3,0,4,"$580,900 ","$40,459 ",$0 ,"$540,441 ",$0 ,"$300,165 ","$104,895 ",34,19,31,30,0,10,17,7,8,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0
95052,2008,Dana-Farber Cancer Inst.,4HRI,MA,No,1981,,6,2,"$206,745,295 ","$129,091,720 ","$28,069,144 ",30,3,31,11,19,,,,,,,2,326,1,14,18,$0 ,166,121,0,33,"$6,128,970 ","$3,727,237 ",$0 ,"$2,401,733 ","$188,474 ","$2,834,421 ","$259,959 ",98,13,13,479,8,174,26,0,26,0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,11,1,5
95053,2008,Dartmouth College,5U,NH,Yes,1985,USA,2,2,"$174,109,072 ","$129,463,402 ","$10,115,154 ",6,2,6,2,4,,,,,,,0,128,2,3,3,"$3,000,000 ",93,67,1,8,"$4,939,523 ","$571,605 ","$3,547,368 ","$820,550 ","$142,146 ","$872,223 ","$590,045 ",47,6,9,69,3,74,25,0,25,0,13,1,0,0,1,0,0,0,1,1,0,0,0,1,12,1,
95054,2008,Drexel Univ.,5U,PA,Yes,1995,USA,3,1,"$102,209,005 ","$87,681,788 ","$2,214,028 ",5,8,40,5,0,,,,,,,4,42,4,7,2, ,11,1,0,13,"$295,800 ","$1,000 ",$0 ,"$294,800 ",$0 ,"$1,600,000 ","$747,309 ",157,,,,,110,93,17,42,34,8,4,2,0,0,0,0,0,2,0,0,0,2,0,19,4,
95055,2008,Duke Univ.,5U,NC,Yes,1986,,11.45,16.53,"$678,184,248 ","$451,982,674 ","$157,420,019 ",88,8,132,29,59,,,,,,,5,639,8,36,52, ,210,98,1,96,"$15,591,503 ","$9,404,548 ","$714,477 ","$5,472,478 ","$136,751 ","$3,585,844 ","$2,334,978 ",195,1,10,941,13,202,102,14,69,19,32,7,0,3,2,1,1,1,1,2,2,0,5,1,47,5,12
2000007,2008,Duquesne Univ.,5U,PA,No,1999,USA,0.5,0.5,"$13,200,000 ", , ,0,1,4,,,,,,,,,0,0,1,0,0,$0 ,1,1,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,"$150,000 ",$0 ,3,0,0,0,0,2,2,0,2,0,1,0,,,,,,,,,,,0,0,0,0,
95056,2008,East Carolina Univ.,5U,NC,Yes,1995,,2,1,"$16,192,000 ","$10,807,000 ","$1,381,000 ",2,0,2,2,0,,,,,,,0,10,1,1,0,$0 ,4,4,0,2,"$915,311 ","$159,157 ",$0 ,"$756,154 ",$0 ,"$347,794 ","$165,749 ",12,6,2,2,0,9,7,0,7,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
