year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2009,41,d) 3,4789,5149,33179,35876,194,3.4,1125,20,4649,555,4094,1.5,13,10042,4359,5683,12.2,28,-5393,-15,26,0,859,859,3635
2009,41,e) 4,4151,4266,28756,31215,125,2.7,892,19.1,3565,376,3189,1.2,11.4,8482,3252,5230,10.4,27.2,-4917,-15.8,22.8,0,650,657,2578
2009,41,f) 5,3514,3639,29373,32037,105,2.7,600,15.4,2735,307,2428,1,8.5,8063,2163,5900,6.8,25.2,-5328,-16.7,17,0,442,442,1704
2009,41,g) 6 to 10,13890,14701,120973,130879,470,3,2039,13.1,12138,2367,9771,1.8,9.3,31949,10667,21282,8.2,24.4,-19811,-15.1,18.6,0,1370,1371,7332
2009,41,h) 11 to 15,10361,11237,127956,135183,313,2.7,1194,10.2,11337,2512,8825,1.9,8.4,25791,5085,20706,3.8,19.1,-14454,-10.7,16.8,0,803,803,3561
2009,41,i) 16 to 20,6915,7917,92274,97853,271,3.3,744,9.1,10310,2172,8138,2.2,10.5,21468,4037,17431,4.1,21.9,-11158,-11.4,21,0,476,477,2787
2009,41,j) 21 to 25,5480,6923,121861,127523,165,2.3,485,6.8,10087,2460,7627,1.9,7.9,21411,3478,17933,2.7,16.8,-11324,-8.9,15.8,0,291,291,1733
2009,41,k) 26+,5761,8606,170800,179740,235,2.7,455,5.2,12381,3213,9168,1.8,6.9,30261,3700,26561,2.1,16.8,-17880,-9.9,13.8,0,260,262,1365
2009,41,l) Left Censored,7065,18214,561095,576073,782,4.3,910,5,49835,12652,37183,2.2,8.7,79791,14943,64848,2.6,13.9,-29956,-5.2,17.4,0,173,174,1530
2009,42,a) 0,13126,13238,79036,40122,12981,196.1,0,0,77828,77828,0,194,194,0,0,0,0,0,77828,194,0,0,,,
2009,42,b) 1,11705,11879,82531,86146,39,0.3,3373,24.6,20621,469,20152,0.5,23.9,27850,15238,12612,17.7,32.3,-7229,-8.4,47.8,0,2552,2571,13054
2009,42,c) 2,10500,10597,74162,79103,318,2.8,2157,18.7,11510,1468,10042,1.9,14.6,21391,10081,11310,12.7,27,-9881,-12.4,29.2,0,1654,1654,8622
2009,42,d) 3,10306,10793,94823,98877,303,2.6,1692,14.7,13300,1088,12212,1.1,13.5,21407,8504,12903,8.6,21.7,-8107,-8.2,27,0,1296,1296,7180
2009,42,e) 4,9660,9997,87513,93390,273,2.6,1404,13.3,10348,1963,8385,2.1,11.1,22102,6963,15139,7.5,23.7,-11754,-12.6,22.2,0,1087,1087,5724
2009,42,f) 5,8273,8615,76650,80506,220,2.4,1121,12.4,8268,710,7558,0.9,10.3,15979,6617,9362,8.2,19.8,-7711,-9.5,20.6,0,862,862,5745
2009,42,g) 6 to 10,34538,36501,401010,416431,965,2.5,3688,9.7,43723,7426,36297,1.8,10.5,74565,23701,50864,5.7,17.9,-30842,-7.4,21,0,2639,2651,17658
2009,42,h) 11 to 15,26000,28561,366439,376988,698,2.4,2383,8.1,34847,5841,29006,1.5,9.2,55945,16336,39609,4.3,14.8,-21098,-5.6,18.4,0,1601,1639,12255
2009,42,i) 16 to 20,20466,23089,296235,305879,646,2.7,1622,6.9,29201,7493,21708,2.4,9.5,48489,12182,36307,4,15.9,-19288,-6.4,19,0,1046,1046,7780
2009,42,j) 21 to 25,19230,23527,427564,442186,651,2.7,1526,6.4,34493,9572,24921,2.2,7.8,63736,16863,46873,3.8,14.4,-29243,-6.6,15.6,0,892,905,6259
2009,42,k) 26+,17274,25621,575872,588370,697,2.7,1363,5.3,52745,16864,35881,2.9,9,77741,13492,64249,2.3,13.2,-24996,-4.2,18,0,773,790,5428
2009,42,l) Left Censored,28500,71336,2469057,2510136,3204,4.5,3602,5,191851,47840,144011,1.9,7.6,274009,62870,211139,2.5,10.9,-82158,-3.3,15.2,0,936,980,9087
2009,44,a) 0,1245,1256,6632,3355,1226,195.2,0,0,6555,6555,0,195.4,195.4,0,0,0,0,0,6555,195.4,0,0,,,
2009,44,b) 1,1177,1185,8084,8837,1,0.1,429,30.1,1346,,,,15.2,2852,1473,1379,16.7,32.3,-1506,-17.1,30.4,1,316,316,1277
2009,44,c) 2,1042,1051,9202,9510,41,3.5,260,22.3,1389,,,,14.6,2005,832,1173,8.7,21.1,-616,-6.5,29.2,1,198,198,675
2009,44,d) 3,1066,1124,7697,7950,63,5.2,225,18.6,1182,211,971,2.7,14.9,1687,686,1001,8.6,21.2,-505,-6.3,29.8,0,165,165,531
2009,44,e) 4,969,977,6858,7111,33,3.1,187,17.7,1177,71,1106,1,16.6,1683,657,1026,9.2,23.7,-506,-7.1,33.2,0,152,152,533
2009,44,f) 5,909,928,8147,8914,25,2.5,159,15.9,1171,121,1050,1.4,13.1,2704,1464,1240,16.4,30.3,-1533,-17.2,26.2,0,121,121,1378
2009,44,g) 6 to 10,3465,3625,31349,32242,102,2.7,518,13.5,4761,1771,2990,5.5,14.8,6546,2349,4197,7.3,20.3,-1785,-5.5,29.6,0,365,365,1895
2009,44,h) 11 to 15,2644,2826,26825,28324,81,2.8,266,9.1,2550,248,2302,0.9,9,5548,1182,4366,4.2,19.6,-2998,-10.6,18,0,166,166,936
2009,44,i) 16 to 20,2086,2210,28775,30117,64,2.8,231,10.1,3228,488,2740,1.6,10.7,5912,1324,4588,4.4,19.6,-2684,-8.9,21.4,0,128,128,834
2009,44,j) 21 to 25,1949,2228,31595,34422,48,2.1,193,8.4,2600,397,2203,1.2,7.6,8253,4270,3983,12.4,24,-5653,-16.4,15.2,0,110,110,3312
2009,44,k) 26+,1765,2237,42381,43448,54,2.4,115,5.1,4543,730,3813,1.7,10.5,6676,949,5727,2.2,15.4,-2133,-4.9,21,0,73,73,444
2009,44,l) Left Censored,3352,5733,202918,206435,243,4.2,354,6.1,14383,3455,10928,1.7,7,21417,4646,16771,2.3,10.4,-7034,-3.4,14,0,112,113,628
2009,45,a) 0,5363,5505,40345,20963,5376,195.3,0,0,38765,38765,0,184.9,184.9,0,0,0,0,0,38765,184.9,0,0,,,
2009,45,b) 1,4710,4747,27556,31839,8,0.1,1746,30.6,5743,,,,18,14308,7293,7015,22.9,44.9,-8565,-26.9,36,1,1407,1407,6332
2009,45,c) 2,4444,4537,33363,37875,158,3.1,1243,24.4,5200,,,,13.7,14224,6852,7372,18.1,37.6,-9024,-23.9,27.4,1,1017,1017,5951
2009,45,d) 3,4103,4247,33115,36287,130,2.8,1043,22.1,4459,537,3922,1.5,12.3,10802,4671,6131,12.9,29.8,-6343,-17.5,24.6,0,769,833,3876
2009,45,e) 4,3793,3939,35250,37489,131,3.1,696,16.4,4347,842,3505,2.2,11.6,8824,3149,5675,8.4,23.5,-4477,-11.9,23.2,0,547,547,2441
2009,45,f) 5,3140,3240,29046,31548,79,2.3,522,15,2727,294,2433,0.9,8.6,7730,2700,5030,8.6,24.5,-5003,-15.9,17.2,0,420,420,2161
2009,45,g) 6 to 10,12822,13613,151605,162460,339,2.4,1745,12.2,14633,2354,12279,1.4,9,36342,10631,25711,6.5,22.4,-21709,-13.4,18,0,1298,1298,8365
2009,45,h) 11 to 15,8931,9750,124573,130347,256,2.5,1042,10.3,11829,2483,9346,1.9,9.1,23377,5495,17882,4.2,17.9,-11548,-8.8,18.2,0,734,734,3495
2009,45,i) 16 to 20,6095,7253,95772,100521,198,2.7,579,7.8,8314,1895,6419,1.9,8.3,17812,4113,13699,4.1,17.7,-9498,-9.4,16.6,0,397,397,1904
2009,45,j) 21 to 25,5847,7773,127415,131970,204,2.6,490,6.2,11608,3201,8407,2.4,8.8,20717,3014,17703,2.3,15.7,-9109,-6.9,17.6,0,344,344,1914
2009,45,k) 26+,4822,7780,154839,160729,237,3,489,6.2,15643,6206,9437,3.9,9.7,27424,5410,22014,3.4,17.1,-11781,-7.4,19.4,0,244,247,1613
2009,45,l) Left Censored,7397,21662,682225,703674,1119,5.2,1104,5.1,51167,16425,34742,2.3,7.3,94064,18044,76020,2.6,13.4,-42897,-6.1,14.6,0,249,265,2739
2009,46,a) 0,1467,1474,7503,3798,1445,196.1,0,0,7410,7410,0,195.1,195.1,0,0,0,0,0,7410,195.1,0,0,,,
2009,46,b) 1,1145,1152,8092,8153,3,0.2,394,28.6,2800,,,,34.3,2921,1920,1001,23.5,35.8,-121,-1.5,68.6,1,287,287,1675
2009,46,c) 2,1143,1157,7098,7616,49,3.9,245,19.5,1129,,,,14.8,2165,1343,822,17.6,28.4,-1036,-13.6,29.6,1,185,185,1201
2009,46,d) 3,1102,1127,8539,9040,43,3.6,163,13.7,1034,138,896,1.5,11.4,2036,724,1312,8,22.5,-1002,-11.1,22.8,0,124,124,654
2009,46,e) 4,879,891,5028,5294,30,3.1,152,15.9,722,69,653,1.3,13.6,1254,571,683,10.8,23.7,-532,-10.1,27.2,0,111,111,446
2009,46,f) 5,860,896,6573,6795,34,3.6,118,12.6,773,74,699,1.1,11.4,1216,323,893,4.8,17.9,-443,-6.5,22.8,0,81,81,258
2009,46,g) 6 to 10,3549,3714,30347,31236,95,2.5,385,10,3771,490,3281,1.6,12.1,5548,2033,3515,6.5,17.8,-1777,-5.7,24.2,0,258,258,1487
2009,46,h) 11 to 15,2621,2747,26454,27923,99,3.5,267,9.4,2424,456,1968,1.6,8.7,5362,1878,3484,6.7,19.2,-2938,-10.5,17.4,0,154,154,912
2009,46,i) 16 to 20,1847,1990,20492,20868,69,3.4,182,8.9,2163,221,1942,1.1,10.4,2915,721,2194,3.5,14,-752,-3.6,20.8,0,94,94,381
2009,46,j) 21 to 25,1455,1696,23003,23480,42,2.4,87,5.1,1859,299,1560,1.3,7.9,2813,448,2365,1.9,12,-954,-4.1,15.8,0,58,58,302
2009,46,k) 26+,1483,2080,32522,32528,62,3,93,4.4,3922,1949,1973,6,12.1,3934,871,3063,2.7,12.1,-12,0,24.2,0,54,54,267
2009,46,l) Left Censored,2625,5086,154067,154639,176,3.4,211,4.1,12626,3020,9606,2,8.2,13770,1704,12066,1.1,8.9,-1144,-0.7,16.4,0,70,70,417
2009,47,a) 0,6400,6548,39786,20090,6446,196.9,0,0,39393,39393,0,196.1,196.1,0,0,0,0,0,39393,196.1,0,0,,,
2009,47,b) 1,5935,6044,38567,45619,34,0.5,2084,29.1,8135,183,7952,0.4,17.8,22238,11863,10375,26,48.7,-14103,-30.9,35.6,0,1757,1757,10778
2009,47,c) 2,5243,5388,38489,42790,191,3.2,1336,22.4,6427,1259,5168,2.9,15,15029,7501,7528,17.5,35.1,-8602,-20.1,30,0,1140,1140,6595
2009,47,d) 3,4851,5104,46357,50339,154,2.8,1114,19.9,5684,566,5118,1.1,11.3,13647,6128,7519,12.2,27.1,-7963,-15.8,22.6,0,920,920,4925
2009,47,e) 4,4336,4518,45904,48525,145,3,786,16.3,5871,1072,4799,2.2,12.1,11113,4046,7067,8.3,22.9,-5242,-10.8,24.2,0,636,642,3311
2009,47,f) 5,3753,3981,37646,44323,160,3.8,648,15.3,4648,817,3831,1.8,10.5,18001,3330,14671,7.5,40.6,-13353,-30.1,21,0,519,530,2942
2009,47,g) 6 to 10,14429,15727,181812,191468,421,2.6,1875,11.4,20945,3908,17037,2,10.9,40257,11720,28537,6.1,21,-19312,-10.1,21.8,0,1456,1458,9702
2009,47,h) 11 to 15,11328,12668,151008,161493,360,2.8,1160,8.9,15369,2908,12461,1.8,9.5,36339,9646,26693,6,22.5,-20970,-13,19,0,879,879,8142
2009,47,i) 16 to 20,8313,10235,161480,168155,375,3.6,781,7.5,19035,5495,13540,3.3,11.3,32385,5225,27160,3.1,19.3,-13350,-8,22.6,0,517,517,3436
2009,47,j) 21 to 25,8153,10356,187010,193260,310,3,592,5.6,18273,5719,12554,3,9.5,30772,5581,25191,2.9,15.9,-12499,-6.4,19,0,403,403,2880
2009,47,k) 26+,7099,12123,275305,288458,442,3.6,680,5.6,25108,7328,17780,2.5,8.7,51414,6152,45262,2.1,17.8,-26306,-9.1,17.4,0,304,311,1794
2009,47,l) Left Censored,10501,30847,1106891,1136793,1473,4.8,1767,5.7,88134,27448,60686,2.4,7.8,147938,29335,118603,2.6,13,-59804,-5.2,15.6,0,345,362,4201
2009,48,a) 0,31994,32357,217927,110161,31811,196.6,0,0,215533,215533,0,195.7,195.7,0,0,0,0,0,215533,195.7,0,0,,,
2009,48,b) 1,27158,27685,221726,238274,113,0.3,8503,26.3,50272,1785,48487,0.7,21.1,83368,40247,43121,16.9,35,-33096,-13.9,42.2,0,7004,7004,34732
2009,48,c) 2,23624,24073,204325,219119,719,2.7,5293,20.1,36767,4088,32679,1.9,16.8,66354,30391,35963,13.9,30.3,-29587,-13.5,33.6,0,4390,4391,26724
2009,48,d) 3,21414,22682,219808,231662,709,2.9,3771,15.6,32324,4181,28143,1.8,14,56032,21514,34518,9.3,24.2,-23708,-10.2,28,0,3069,3069,17796
2009,48,e) 4,18685,19836,233937,244475,552,2.6,2960,14.1,33862,6559,27303,2.7,13.9,54938,20382,34556,8.3,22.5,-21076,-8.6,27.8,0,2384,2384,16634
2009,48,f) 5,16379,17111,185049,195053,458,2.5,2360,13.1,23610,2758,20852,1.4,12.1,43618,16421,27197,8.4,22.4,-20008,-10.3,24.2,0,1903,1909,14532
2009,48,g) 6 to 10,61435,66784,854573,891077,2014,2.9,7474,10.8,97873,17108,80765,1.9,11,170881,51716,119165,5.8,19.2,-73008,-8.2,22,0,5663,5692,38513
2009,48,h) 11 to 15,43378,49141,713025,736779,1564,3.1,4377,8.7,92575,20813,71762,2.8,12.6,140082,36621,103461,5,19,-47507,-6.4,25.2,0,3085,3086,24984
2009,48,i) 16 to 20,31070,37335,608545,634776,1324,3.5,2946,7.7,63600,17622,45978,2.8,10,116061,24830,91231,3.9,18.3,-52461,-8.3,20,0,1913,1923,12584
2009,48,j) 21 to 25,24949,34198,688541,715113,1187,3.4,2051,5.9,67927,18004,49923,2.5,9.5,121071,22892,98179,3.2,16.9,-53144,-7.4,19,0,1281,1286,11034
2009,48,k) 26+,25497,42243,906927,929339,1480,3.5,2393,5.6,92157,31330,60827,3.4,9.9,136980,28407,108573,3.1,14.7,-44823,-4.8,19.8,0,1326,1336,8887
2009,48,l) Left Censored,26038,101002,3740528,3770400,6433,6.4,6089,6,410815,139449,271366,3.7,10.9,470558,104688,365870,2.8,12.5,-59743,-1.6,21.8,0,925,1072,9943
2009,49,a) 0,4825,4855,26175,13283,4733,195,0,0,25785,25785,0,194.1,194.1,0,0,0,0,0,25785,194.1,0,0,,,
2009,49,b) 1,4174,4237,26934,29161,13,0.2,1995,37.5,6632,,,,22.7,11085,6218,4867,21.3,38,-4453,-15.3,45.4,1,1503,1503,4823
2009,49,c) 2,3862,3906,26282,29253,140,3.1,1313,29.2,4632,,,,15.8,10574,5343,5231,18.3,36.1,-5942,-20.3,31.6,1,975,975,4425
2009,49,d) 3,3511,3645,27886,30943,148,3.7,911,22.5,4494,690,3804,2.2,14.5,10607,5198,5409,16.8,34.3,-6113,-19.8,29,0,700,700,3674
2009,49,e) 4,2908,2984,27129,29282,96,2.9,626,19.2,3520,479,3041,1.6,12,7825,2939,4886,10,26.7,-4305,-14.7,24,0,465,465,2440
2009,49,f) 5,2458,2523,24157,25599,84,3.1,494,18,4272,358,3914,1.4,16.7,7155,2545,4610,9.9,28,-2883,-11.3,33.4,0,369,369,2135
2009,49,g) 6 to 10,9293,9695,117664,120336,260,2.5,1339,13.1,20493,1907,18586,1.6,17,25836,8386,17450,7,21.5,-5343,-4.5,34,0,903,906,6875
2009,49,h) 11 to 15,5779,6304,95234,101897,244,3.7,682,10.5,8296,1738,6558,1.7,8.1,21621,4943,16678,4.9,21.2,-13325,-13.1,16.2,0,447,447,3787
2009,49,i) 16 to 20,3377,3854,81431,86250,112,2.8,302,7.6,6395,998,5397,1.2,7.4,16032,2139,13893,2.5,18.6,-9637,-11.2,14.8,0,197,197,1291
2009,49,j) 21 to 25,2391,3260,79638,82944,109,3.3,200,6,8538,1846,6692,2.2,10.3,15149,2832,12317,3.4,18.3,-6611,-8,20.6,0,102,102,1158
2009,49,k) 26+,2662,4058,94401,96741,149,3.6,249,6.1,8526,2917,5609,3,8.8,13206,2304,10902,2.4,13.7,-4680,-4.9,17.6,0,126,126,862
2009,49,l) Left Censored,3631,10473,420251,425441,774,7.5,584,5.6,40480,13604,26876,3.2,9.5,50860,13908,36952,3.3,12,-10380,-2.5,19,0,107,107,1331
2009,50,a) 0,942,948,7234,3636,926,195.4,0,0,7196,7196,0,197.9,197.9,0,0,0,0,0,7196,197.9,0,0,,,
2009,50,b) 1,827,832,4978,5311,0,0,296,29.6,976,0,976,0,18.4,1642,933,709,17.6,30.9,-666,-12.5,36.8,0,216,216,765
2009,50,c) 2,831,842,8056,8158,27,3,175,19.1,1300,59,1241,0.7,15.9,1503,550,953,6.7,18.4,-203,-2.5,31.8,0,128,128,436
2009,50,d) 3,778,793,4491,4687,29,3.4,135,15.9,583,67,516,1.4,12.4,975,345,630,7.4,20.8,-392,-8.4,24.8,0,102,102,300
2009,50,e) 4,662,672,4276,4577,24,3.3,118,16.3,489,42,447,0.9,10.7,1090,431,659,9.4,23.8,-601,-13.1,21.4,0,79,79,331
2009,50,f) 5,643,652,4092,4410,16,2.3,117,16.6,421,58,363,1.3,9.5,1057,528,529,12,24,-636,-14.5,19,0,81,84,446
2009,50,g) 6 to 10,2733,2815,25708,26197,75,2.5,321,10.9,2642,191,2451,0.7,10.1,3619,1087,2532,4.1,13.8,-977,-3.7,20.2,0,201,201,745
2009,50,h) 11 to 15,2145,2296,18060,19092,59,2.5,224,9.4,1286,208,1078,1.1,6.7,3350,1004,2346,5.3,17.5,-2064,-10.8,13.4,0,147,150,752
2009,50,i) 16 to 20,1846,1985,18133,18538,70,3.5,150,7.4,1916,386,1530,2.1,10.3,2725,639,2086,3.4,14.7,-809,-4.4,20.6,0,83,83,400
2009,50,j) 21 to 25,1603,1800,37120,38221,41,2.2,144,7.8,2433,133,2300,0.3,6.4,4635,2115,2520,5.5,12.1,-2202,-5.7,12.8,0,80,80,381
2009,50,k) 26+,1363,1827,31192,31993,63,3.4,109,5.9,3000,947,2053,3,9.4,4601,738,3863,2.3,14.4,-1601,-5,18.8,0,61,61,398
2009,50,l) Left Censored,2031,3745,101113,103356,222,6,187,5,6412,2017,4395,2,6.2,10897,2031,8866,2,10.5,-4485,-4.3,12.4,0,48,48,424
2009,51,a) 0,10224,10317,58165,29422,10121,196.2,0,0,57487,57487,0,195.4,195.4,0,0,0,0,0,57487,195.4,0,0,,,
2009,51,b) 1,9099,9218,57086,62903,28,0.3,3101,28.4,13089,390,12699,0.6,20.8,24723,13667,11056,21.7,39.3,-11634,-18.5,41.6,0,2461,2462,11755
2009,51,c) 2,8216,8306,55300,59304,303,3.3,1984,21.6,10412,1142,9270,1.9,17.6,18419,9457,8962,15.9,31.1,-8007,-13.5,35.2,0,1569,1569,7902
2009,51,d) 3,8005,8402,67175,70842,252,2.8,1611,17.7,9214,1364,7850,1.9,13,16548,7088,9460,10,23.4,-7334,-10.4,26,0,1287,1287,5472
2009,51,e) 4,7083,7303,58960,62833,223,2.9,1241,15.9,8232,1095,7137,1.7,13.1,15977,5741,10236,9.1,25.4,-7745,-12.3,26.2,0,960,960,4798
2009,51,f) 5,6124,6293,54296,56944,174,2.6,1009,15,7761,1071,6690,1.9,13.6,13057,5199,7858,9.1,22.9,-5296,-9.3,27.2,0,773,773,4369
2009,51,g) 6 to 10,22810,24353,259572,268349,679,2.7,2949,11.6,31329,5000,26329,1.9,11.7,48883,15060,33823,5.6,18.2,-17554,-6.5,23.4,0,2091,2097,11533
2009,51,h) 11 to 15,17007,18547,239351,249377,508,2.7,1689,8.8,23729,4813,18916,1.9,9.5,43780,10785,32995,4.3,17.6,-20051,-8.1,19,0,1189,1190,7575
2009,51,i) 16 to 20,12279,14194,210668,218457,380,2.6,1163,8,22566,6764,15802,3.1,10.3,38144,7536,30608,3.4,17.5,-15578,-7.2,20.6,0,735,735,4417
2009,51,j) 21 to 25,11021,14109,261840,267030,354,2.5,843,5.9,26600,8523,18077,3.2,10,36979,6665,30314,2.5,13.8,-10379,-3.8,20,0,508,512,3036
2009,51,k) 26+,8995,14241,315660,323842,482,3.4,759,5.3,27910,9167,18743,2.8,8.6,44274,9134,35140,2.8,13.7,-16364,-5.1,17.2,0,425,427,2524
2009,51,l) Left Censored,12901,41013,1376675,1399651,2872,7.1,2209,5.4,130207,50166,80041,3.6,9.3,176159,36817,139342,2.6,12.6,-45952,-3.3,18.6,0,380,394,4562
2009,53,a) 0,10247,10317,48923,24805,10058,195,0,0,48237,48237,0,194.5,194.5,0,0,0,0,0,48237,194.5,0,0,,,
2009,53,b) 1,9376,9473,52583,58035,37,0.3,3808,33,11885,442,11443,0.8,20.5,22789,12967,9822,22.3,39.3,-10904,-18.8,41,0,2913,2913,10639
2009,53,c) 2,8406,8487,50708,55514,303,3.2,2373,24.9,9640,1159,8481,2.1,17.4,19251,9436,9815,17,34.7,-9611,-17.3,34.8,0,1805,1805,7393
2009,53,d) 3,8072,8382,58801,63435,272,3,1908,20.7,8332,875,7457,1.4,13.1,17600,7796,9804,12.3,27.7,-9268,-14.6,26.2,0,1438,1438,6460
2009,53,e) 4,6955,7181,52412,56528,266,3.4,1347,17.4,6810,1206,5604,2.1,12,15041,5688,9353,10.1,26.6,-8231,-14.6,24,0,1022,1024,4183
2009,53,f) 5,5819,5961,45425,49665,174,2.7,1018,15.9,4975,648,4327,1.3,10,13454,5411,8043,10.9,27.1,-8479,-17.1,20,0,731,731,4279
2009,53,g) 6 to 10,22691,24163,226282,239910,846,3.3,3187,12.6,25569,5486,20083,2.3,10.7,52825,14148,38677,5.9,22,-27256,-11.3,21.4,0,2202,2202,10910
2009,53,h) 11 to 15,16170,17576,195665,205882,538,3,1809,9.9,19283,4079,15204,2,9.4,39716,9829,29887,4.8,19.3,-20433,-9.9,18.8,0,1207,1207,6914
2009,53,i) 16 to 20,11383,12916,162542,172753,402,3,1125,8.5,15519,2716,12803,1.6,9,35941,7551,28390,4.4,20.8,-20422,-11.8,18,0,715,715,4467
2009,53,j) 21 to 25,8802,11242,214853,220369,354,3.1,751,6.6,17467,4802,12665,2.2,7.9,28498,4360,24138,2,12.9,-11031,-5,15.8,0,477,477,2409
2009,53,k) 26+,8517,13006,304302,310497,423,3.2,812,6.1,28897,7839,21058,2.5,9.3,41288,8596,32692,2.8,13.3,-12391,-4,18.6,0,426,428,2419
2009,53,l) Left Censored,10402,28896,971260,987161,1586,5.5,1665,5.8,117683,24538,93145,2.5,11.9,149487,26011,123476,2.6,15.1,-31804,-3.2,23.8,0,308,323,5040
2009,54,a) 0,1547,1554,9834,4957,1531,197,0,0,9755,9755,0,196.8,196.8,0,0,0,0,0,9755,196.8,0,0,,,
2009,54,b) 1,1383,1406,9745,10341,5,0.3,445,27,2224,19,2205,0.2,21.5,3415,1714,1701,16.6,33,-1191,-11.5,43,0,357,357,1527
2009,54,c) 2,1296,1309,10802,10942,52,3.7,272,19.2,2231,373,1858,3.4,20.4,2511,1060,1451,9.7,22.9,-280,-2.5,40.8,0,222,222,935
2009,54,d) 3,1330,1426,13519,13750,53,3.5,269,17.5,2366,272,2094,2,17.2,2827,1155,1672,8.4,20.6,-461,-3.4,34.4,0,213,213,940
2009,54,e) 4,1278,1317,10355,11000,32,2.3,197,14.1,1105,117,988,1.1,10,2395,848,1547,7.7,21.8,-1290,-11.8,20,0,151,151,670
2009,54,f) 5,1082,1177,10193,10480,44,3.6,163,13.2,1592,162,1430,1.5,15.2,2165,1033,1132,9.9,20.7,-573,-5.5,30.4,0,140,140,916
2009,54,g) 6 to 10,4133,4398,40671,42981,99,2.2,459,10,4406,571,3835,1.3,10.3,9026,2589,6437,6,21,-4620,-10.7,20.6,0,350,350,1806
2009,54,h) 11 to 15,3403,3750,37051,38375,90,2.3,319,8.3,3534,558,2976,1.5,9.2,6182,1662,4520,4.3,16.1,-2648,-6.9,18.4,0,238,238,1287
2009,54,i) 16 to 20,2635,2972,34321,35033,76,2.5,247,8.1,3661,565,3096,1.6,10.5,5085,1186,3899,3.4,14.5,-1424,-4,21,0,172,172,775
2009,54,j) 21 to 25,2553,3125,54682,54910,68,2.1,178,5.6,5889,1760,4129,3.2,10.7,6345,1140,5205,2.1,11.6,-456,-0.9,21.4,0,116,118,574
2009,54,k) 26+,2583,3950,66944,67192,100,2.5,185,4.6,7026,806,6220,1.2,10.5,7522,1513,6009,2.3,11.2,-496,-0.7,21,0,105,105,678
2009,54,l) Left Censored,4396,9991,272233,274188,520,5.2,381,3.8,23269,7360,15909,2.7,8.5,27178,3379,23799,1.2,9.9,-3909,-1.4,17,0,138,138,631
2009,55,a) 0,6126,6168,36587,18682,6026,195.4,0,0,35810,35810,0,191.7,191.7,0,0,0,0,0,35810,191.7,0,0,,,
2009,55,b) 1,5412,5503,36593,39182,30,0.5,1724,26.8,8185,247,7938,0.6,20.9,13362,8156,5206,20.8,34.1,-5177,-13.2,41.8,0,1315,1320,7109
2009,55,c) 2,5107,5168,37735,40570,176,3.1,1150,20.3,5485,518,4967,1.3,13.5,11155,5144,6011,12.7,27.5,-5670,-14,27,0,877,877,4279
2009,55,d) 3,5068,5388,45811,48076,172,3,920,15.9,6067,885,5182,1.8,12.6,10596,4328,6268,9,22,-4529,-9.4,25.2,0,728,728,3797
2009,55,e) 4,4539,4643,36169,37638,165,3.3,757,15.3,4841,619,4222,1.6,12.9,7778,3233,4545,8.6,20.7,-2937,-7.8,25.8,0,557,557,2633
2009,55,f) 5,3942,4091,37712,39860,106,2.4,603,13.9,4257,528,3729,1.3,10.7,8552,3165,5387,7.9,21.5,-4295,-10.8,21.4,0,445,445,2658
2009,55,g) 6 to 10,16974,18116,182824,191163,470,2.5,1977,10.5,18068,2409,15659,1.3,9.5,34746,10251,24495,5.4,18.2,-16678,-8.7,19,0,1347,1348,7536
2009,55,h) 11 to 15,13269,14390,157353,165530,399,2.7,1354,9.1,13723,2453,11270,1.5,8.3,30076,7093,22983,4.3,18.2,-16353,-9.9,16.6,0,883,883,5164
2009,55,i) 16 to 20,10645,11915,150787,157068,335,2.7,1007,8.2,11935,2026,9909,1.3,7.6,24496,5639,18857,3.6,15.6,-12561,-8,15.2,0,612,616,3474
2009,55,j) 21 to 25,8473,10705,189444,195703,247,2.3,626,5.7,15278,3431,11847,1.8,7.8,27796,5170,22626,2.6,14.2,-12518,-6.4,15.6,0,388,389,2215
2009,55,k) 26+,7957,11950,254427,259155,313,2.6,654,5.4,22930,5460,17470,2.1,8.8,32386,6607,25779,2.5,12.5,-9456,-3.7,17.6,0,338,338,3294
2009,55,l) Left Censored,13933,31886,1201851,1231947,1338,4.2,1521,4.8,76997,20348,56649,1.7,6.3,137188,28206,108982,2.3,11.1,-60191,-4.8,12.6,0,414,419,5137
2009,56,a) 0,1246,1267,5956,3002,1248,197,0,0,5908,5908,0,196.8,196.8,0,0,0,0,0,5908,196.8,0,0,,,
2009,56,b) 1,1071,1082,5513,5854,4,0.3,373,29,1276,32,1244,0.5,21.8,1958,971,987,16.6,33.4,-682,-11.6,43.6,0,274,274,711
2009,56,c) 2,1051,1059,5889,6506,50,4.3,241,20.8,860,143,717,2.2,13.2,2094,823,1271,12.6,32.2,-1234,-19,26.4,0,194,194,688
