[ID],Year,Institution,state,Tot Lic/Opt Exe,Gross Lic Inc
95063,1998,Fox Chase Cancer Center,PA,6,"$495,508"
95135,1998,Penn State University,PA,42,"$2,012,584"
95170,1998,Temple University,PA,10,"$841,177"
95173,1998,Thomas Jefferson University,PA,15,"$797,858"
95237,1998,Univ. of Pennsylvania,PA,72,"$7,246,695"
95238,1998,Univ. of Pittsburgh,PA,20,"$2,560,000"
95279,1998,Wistar Institute,PA,20,"$2,454,075"
95027,1999,Carnegie Mellon University,PA,23,"$5,892,284"
95033,1999,Children's Hospital of Philadelphia,PA,4,"$101,160"
95063,1999,Fox Chase Cancer Center,PA,37,"$331,883"
95135,1999,Penn State University,PA,40,"$2,830,448"
95170,1999,Temple University,PA,5,"$493,947"
95173,1999,Thomas Jefferson University,PA,17,"$742,515"
95237,1999,Univ. of Pennsylvania,PA,57,"$3,071,000"
95238,1999,Univ. of Pittsburgh,PA,16,"$608,851"
95279,1999,Wistar Institute,PA,15,"$2,548,000"
95027,2000,Carnegie Mellon University,PA,21,"$2,290,000"
95033,2000,Children's Hospital of Philadelphia,PA,4,"$134,150"
95063,2000,Fox Chase Cancer Center,PA,99,"$456,546"
95135,2000,Penn State University,PA,22,"$1,299,915"
95170,2000,Temple University,PA,5,"$549,489"
95173,2000,Thomas Jefferson University,PA,21,"$1,651,787"
95237,2000,Univ. of Pennsylvania,PA,63,"$27,784,972"
95238,2000,Univ. of Pittsburgh,PA,24,"$3,259,291"
95279,2000,Wistar Institute,PA,11,"$1,691,000"
95005,2001,Allegheny-Singer Research Institute,PA,0,"$25,000"
95027,2001,Carnegie Mellon University,PA,18,"$1,982,562"
95033,2001,Children's Hospital Philadelphia,PA,5,"$142,333"
95054,2001,Drexel University,PA,4,"$456,000"
95063,2001,Fox Chase Cancer Center,PA,13,"$449,317"
95135,2001,Penn State University,PA,37,"$803,782"
95170,2001,Temple University,PA,6,"$675,587"
95238,2001,Univ. of Pittsburgh,PA,20,"$1,494,542"
95279,2001,Wistar Institute,PA,10,"$2,310,000"
95005,2002,Allegheny-Singer Research Inst.,PA,0,$0
95027,2002,Carnegie Mellon Univ.,PA,19,"$3,750,000"
95063,2002,Fox Chase Cancer Ctr.,PA,7,"$458,866"
95135,2002,Penn State Univ.,PA,31,"$1,394,359"
95170,2002,Temple Univ.,PA,8,"$656,574"
95237,2002,Univ. of Pennsylvania,PA,81,"$6,833,525"
95238,2002,Univ. of Pittsburgh,PA,33,"$1,292,277"
95279,2002,Wistar Inst.,PA,16,"$1,921,000"
95005,2003,Allegheny-Singer Research Inst.,PA,0,$0
95027,2003,Carnegie Mellon Univ.,PA,27,"$2,672,682"
2000007,2003,Duquesne Univ.,PA,1,"$112,000"
95063,2003,Fox Chase Cancer Ctr.,PA,14,"$550,533"
95135,2003,Penn State Univ.,PA,20,"$1,643,635"
95170,2003,Temple Univ.,PA,0,"$674,494"
95173,2003,Thomas Jefferson Univ,PA,9,"$1,548,052"
95237,2003,Univ. of Pennsylvania,PA,83,"$11,653,155"
95238,2003,Univ. of Pittsburgh,PA,44,"$3,006,015"
95279,2003,Wistar Inst.,PA,16,"$1,727,000"
95005,2004,Allegheny-Singer Research Inst.,PA,0,$0
95027,2004,Carnegie Mellon Univ.,PA,21,"$4,630,000"
2000007,2004,Duquesne Univ.,PA,1,"$162,000"
95063,2004,Fox Chase Cancer Ctr.,PA,22,"$646,730"
95135,2004,Penn State Univ.,PA,23,"$1,916,613"
95170,2004,Temple Univ.,PA,4,"$496,752"
95237,2004,Univ. of Pennsylvania,PA,87,"$8,729,525"
95238,2004,Univ. of Pittsburgh,PA,53,"$3,963,193"
95279,2004,Wistar Inst.,PA,10,"$2,239,000"
95027,2005,Carnegie Mellon Univ.,PA,32,"$4,988,285"
95054,2005,Drexel Univ.,PA,7,"$1,334,411"
2000007,2005,Duquesne Univ.,PA,7,"$162,000"
95063,2005,Fox Chase Cancer Ctr.,PA,23,"$612,541"
95135,2005,Penn State Univ.,PA,21,"$2,266,479"
95170,2005,Temple Univ.,PA,14,"$417,497"
95237,2005,Univ. of Pennsylvania,PA,83,"$7,495,118"
95238,2005,Univ. of Pittsburgh,PA,58,"$4,246,193"
95279,2005,Wistar Inst.,PA,8,"$3,622,000"
95027,2006,Carnegie Mellon Univ.,PA,30,"$6,045,618"
95054,2006,Drexel Univ.,PA,5,"$209,204"
2000007,2006,Duquesne Univ.,PA,2,"$172,000"
95063,2006,Fox Chase Cancer Ctr.,PA,29,"$581,821"
95091,2006,Lehigh Univ.,PA,7,"$179,084"
95135,2006,Penn State Univ.,PA,22,"$1,348,400"
95173,2006,Thomas Jefferson Univ,PA,1,"$1,047,395"
95237,2006,Univ. of Pennsylvania,PA,37,"$8,255,096"
95238,2006,Univ. of Pittsburgh,PA,54,"$10,214,441"
95279,2006,Wistar Inst.,PA,23,"$47,069,706"
95005,2007,Allegheny-Singer Research Inst.,PA,,$0
95027,2007,Carnegie Mellon Univ.,PA,23,"$5,820,000"
95033,2007,Children's Hospital of Philadelphia,PA,2,"$7,259,841"
95054,2007,Drexel Univ.,PA,13,"$325,508"
2000007,2007,Duquesne Univ.,PA,1,$0
95063,2007,Fox Chase Cancer Ctr.,PA,19,"$438,021"
95091,2007,Lehigh Univ.,PA,2,"$156,015"
95135,2007,Penn State Univ.,PA,12,"$1,816,794"
95170,2007,Temple Univ.,PA,4,"$525,000"
95173,2007,Thomas Jefferson Univ,PA,1,"$1,291,750"
95237,2007,Univ. of Pennsylvania,PA,26,"$6,167,230"
95238,2007,Univ. of Pittsburgh,PA,58,"$4,971,725"
95279,2007,Wistar Inst.,PA,24,"$9,571,000"
95027,2008,Carnegie Mellon Univ.,PA,25,"$6,364,422"
95033,2008,Children's Hospital of Philadelphia,PA,9,"$190,787,567"
95054,2008,Drexel Univ.,PA,13,"$295,800"
2000007,2008,Duquesne Univ.,PA,1,$0
95091,2008,Lehigh Univ.,PA,,"$299,238"
95135,2008,Penn State Univ.,PA,26,"$1,504,063"
95170,2008,Temple Univ.,PA,0,"$379,901"
95173,2008,Thomas Jefferson Univ,PA,6,"$1,840,458"
95237,2008,Univ. of Pennsylvania,PA,54,"$8,200,086"
95238,2008,Univ. of Pittsburgh,PA,58,"$6,666,734"
95279,2008,Wistar Inst.,PA,25,"$12,693,000"
95027,2009,Carnegie Mellon Univ.,PA,19,"$8,041,047"
95033,2009,Children's Hospital of Philadelphia,PA,4,"$202,538"
95054,2009,Drexel Univ.,PA,19,"$178,499"
2000007,2009,Duquesne Univ.,PA,1,$0
95063,2009,Fox Chase Cancer Ctr.,PA,22,"$1,130,000"
95091,2009,Lehigh Univ.,PA,,0
95135,2009,Penn State Univ.,PA,21,"$1,227,175"
95170,2009,Temple Univ.,PA,1,"$340,965"
95173,2009,Thomas Jefferson Univ,PA,18,"$5,531,467"
95237,2009,Univ. of Pennsylvania,PA,62,"$11,658,000"
95238,2009,Univ. of Pittsburgh,PA,41,"$4,129,172"
95279,2009,Wistar Inst.,PA,13,"$10,907,000"
95027,2010,Carnegie Mellon Univ.,PA,48,"$6,078,662"
95033,2010,Children's Hospital of Philadelphia,PA,7,"$303,748"
95054,2010,Drexel Univ.,PA,18,"$185,672"
95091,2010,Lehigh Univ.,PA,,"$169,006"
95135,2010,Penn State Univ.,PA,24,"$2,271,002"
95170,2010,Temple Univ.,PA,5,"$378,207"
95173,2010,Thomas Jefferson Univ,PA,13,"$949,972"
95237,2010,Univ. of Pennsylvania,PA,68,"$11,259,000"
95238,2010,Univ. of Pittsburgh,PA,80,"$3,839,157"
95279,2010,Wistar Inst.,PA,16,"$13,223,000"
95027,2011,Carnegie Mellon Univ.,PA,69,"$4,965,856"
95033,2011,Children's Hospital of Philadelphia,PA,12,"$576,955"
95054,2011,Drexel Univ.,PA,14,"$292,827"
2000007,2011,Duquesne Univ.,PA,1,$0
95063,2011,Fox Chase Cancer Ctr.,PA,20,"$1,211,000"
95091,2011,Lehigh Univ.,PA,,"$63,310"
95135,2011,Penn State Univ.,PA,23,"$2,947,261"
95170,2011,Temple Univ.,PA,5,"$1,245,272"
95173,2011,Thomas Jefferson Univ,PA,15,"$837,912"
95237,2011,Univ. of Pennsylvania,PA,92,"$14,397,705"
95238,2011,Univ. of Pittsburgh,PA,105,"$3,880,594"
95279,2011,Wistar Inst.,PA,15,"$18,008,000"
95027,2012,Carnegie Mellon Univ.,PA,75,"$19,885,892"
95033,2012,Children's Hospital of Philadelphia,PA,7,"$469,786"
95054,2012,Drexel Univ.,PA,17,"$597,855"
2000007,2012,Duquesne Univ.,PA,0,$0
95063,2012,Fox Chase Cancer Ctr.,PA,28,"$1,227,860"
95091,2012,Lehigh Univ.,PA,1,"$58,542"
95135,2012,Penn State Univ.,PA,21,"$3,095,017"
95170,2012,Temple Univ.,PA,8,"$2,465,879"
95173,2012,Thomas Jefferson Univ,PA,13,"$979,210"
95237,2012,Univ. of Pennsylvania,PA,111,"$17,944,068"
95238,2012,Univ. of Pittsburgh,PA,132,"$4,215,544"
95279,2012,Wistar Inst.,PA,6,"$17,769,000"
95027,2013,Carnegie Mellon Univ.,PA,91,"$5,233,234"
95033,2013,Children's Hospital of Philadelphia,PA,9,"$418,374"
95054,2013,Drexel Univ.,PA,24,"$104,879"
2000007,2013,Duquesne Univ.,PA,3,$0
95091,2013,Lehigh Univ.,PA,1,"$77,144"
95135,2013,Penn State Univ.,PA,36,"$2,267,016"
95170,2013,Temple Univ.,PA,5,"$11,506,822"
95173,2013,Thomas Jefferson Univ,PA,11,"$1,171,295"
95237,2013,Univ. of Pennsylvania,PA,130,"$86,600,386"
95019,1993,Brown University Research Fndtn,RI,3,"$335,714"
95239,1993,Univ. of Rhode Island,RI,3,"$375,556"
95019,1994,Brown University Research Fndtn,RI,5,"$295,841"
95146,1994,Rhode Island Hospital,RI,1,$0
95239,1994,Univ. of Rhode Island,RI,3,"$375,000"
95019,1995,Brown University Research Fndtn,RI,4,"$665,000"
95239,1995,Univ. of Rhode Island,RI,4,"$297,000"
95019,1996,Brown University Research Fndtn.,RI,6,"$1,092,495"
95239,1996,Univ. of Rhode Island,RI,2,"$986,190"
95019,1997,Brown University Research Fndtn.,RI,9,"$388,962"
95019,1998,Brown University Research Fndtn.,RI,5,"$350,898"
95239,1998,Univ. of Rhode Island,RI,10,"$873,664"
95019,1999,Brown University Research Fndtn.,RI,4,"$1,009,516"
95239,1999,Univ. of Rhode Island,RI,11,"$823,385"
95019,2000,Brown University Research Fndtn.,RI,6,"$2,096,296"
95239,2000,Univ. of Rhode Island,RI,13,"$1,278,678"
95019,2001,Brown University Research Fdn.,RI,4,"$2,319,777"
95239,2001,Univ. of Rhode Island,RI,,"$667,281"
95019,2002,Brown Univ. Research Fdn.,RI,9,"$1,496,133"
95239,2002,Univ. of Rhode Island,RI,4,"$860,052"
95019,2003,Brown Univ. Research Fdn.,RI,13,"$1,480,654"
95239,2003,Univ. of Rhode Island,RI,1,"$855,341"
95019,2004,Brown Univ. Research Fdn.,RI,8,"$1,042,956"
95239,2004,Univ. of Rhode Island,RI,0,"$1,052,000"
95019,2005,Brown Univ. Research Fdn.,RI,9,"$1,982,272"
95239,2005,Univ. of Rhode Island,RI,0,"$1,066,000"
95239,2006,Univ. of Rhode Island,RI,1,"$900,166"
95239,2007,Univ. of Rhode Island,RI,1,"$539,472"
95239,2008,Univ. of Rhode Island,RI,2,"$344,642"
95239,2009,Univ. of Rhode Island,RI,6,"$690,479"
95239,2010,Univ. of Rhode Island,RI,3,"$200,752"
95019,2012,Brown University,RI,18,"$1,593,000"
95019,2013,Brown University,RI,7,"$2,321,000"
95040,1991,Clemson University,SC,1,"$1,507,423"
95040,1992,Clemson University,SC,2,"$1,648,757"
95040,1993,Clemson University,SC,3,"$4,300,000"
95103,1993,Medical Univ. of South Carolina,SC,2,"$30,000"
95040,1994,Clemson University,SC,3,"$4,400,000"
95242,1994,Univ. of South Carolina,SC,0,"$7,300"
95040,1995,Clemson University,SC,3,"$4,373,582"
95242,1995,Univ. of South Carolina,SC,0,"$6,994"
95040,1996,Clemson University,SC,2,"$4,125,439"
95242,1996,Univ. of South Carolina,SC,1,"$505,000"
95040,1997,Clemson University,SC,4,"$4,620,346"
95242,1997,Univ. of South Carolina,SC,1,"$54,825"
95040,1998,Clemson University,SC,4,"$4,329,593"
95103,1998,Medical Univ. of South Carolina,SC,5,"$46,870"
95242,1998,Univ. of South Carolina,SC,0,"$50,181"
95040,1999,Clemson University,SC,7,"$4,648,141"
95103,1999,Medical Univ. of South Carolina,SC,5,"$121,627"
95242,1999,Univ. of South Carolina,SC,7,"$175,187"
95040,2000,Clemson University,SC,3,"$4,660,391"
95103,2000,Medical Univ. of South Carolina,SC,12,"$408,293"
95242,2000,Univ. of South Carolina,SC,2,"$137,594"
95040,2001,Clemson University,SC,4,"$4,539,631"
95103,2001,Medical Univ. of South Carolina,SC,10,"$544,170"
95040,2002,Clemson Univ.,SC,5,"$4,047,856"
95103,2002,Medical Univ. of South Carolina,SC,7,"$866,955"
95242,2002,Univ. of South Carolina,SC,5,"$59,105"
95040,2003,Clemson Univ.,SC,4,"$2,189,339"
95103,2003,Medical Univ. of South Carolina,SC,8,"$302,524"
95242,2003,Univ. of South Carolina,SC,9,"$239,659"
95040,2004,Clemson Univ.,SC,5,"$2,718,070"
95103,2004,Medical Univ. of South Carolina,SC,4,"$1,315,050"
95242,2004,Univ. of South Carolina,SC,9,"$196,057"
95040,2005,Clemson Univ.,SC,8,"$2,072,642"
95103,2005,Medical Univ. of South Carolina,SC,5,"$633,079"
95242,2005,Univ. of South Carolina,SC,16,"$251,344"
95040,2006,Clemson Univ.,SC,10,"$2,450,462"
95103,2006,Medical Univ. of South Carolina,SC,10,"$596,367"
95242,2006,Univ. of South Carolina,SC,20,"$412,531"
95040,2007,Clemson Univ.,SC,14,"$2,830,141"
95103,2007,Medical Univ. of South Carolina,SC,4,"$734,395"
95040,2008,Clemson Univ.,SC,25,"$2,861,439"
95103,2008,Medical Univ. of South Carolina,SC,3,"$862,107"
95242,2008,Univ. of South Carolina,SC,17,"$210,000"
95040,2009,Clemson Univ.,SC,13,"$2,837,226"
95103,2009,Medical Univ. of South Carolina,SC,9,"$450,878"
95242,2009,Univ. of South Carolina,SC,12,"$139,366"
95040,2010,Clemson Univ.,SC,11,"$1,064,678"
95103,2010,Medical Univ. of South Carolina,SC,7,"$180,581"
95242,2010,Univ. of South Carolina,SC,16,"$537,679"
95040,2011,Clemson Univ.,SC,10,"$937,274"
95103,2011,Medical Univ. of South Carolina,SC,11,"$431,242"
95242,2011,Univ. of South Carolina,SC,10,"$2,901,036"
95040,2012,Clemson Univ.,SC,11,"$853,504"
95103,2012,Medical Univ. of South Carolina,SC,6,"$2,284,627"
95242,2012,Univ. of South Carolina,SC,7,"$322,394"
95040,2013,Clemson Univ.,SC,9,"$1,134,289"
95103,2013,Medical Univ. of South Carolina,SC,11,"$489,083"
20000253,2002,Univ. of South Dakota,SD,1,0
20000253,2007,Univ. of South Dakota,SD,0,$0
20000253,2008,Univ. of South Dakota,SD,0,$0
20100282,2009,South Dakota State University,SD,0,"$754,048"
20000253,2009,Univ. of South Dakota,SD,1,"$25,000"
20100282,2010,South Dakota State University,SD,2,"$971,942"
20000253,2010,Univ. of South Dakota,SD,0,"$25,000"
20100282,2011,South Dakota State University,SD,2,"$1,283,837"
20000253,2011,Univ. of South Dakota,SD,0,"$50,000"
20100282,2012,South Dakota State University,SD,5,"$3,616,255"
20000253,2012,Univ. of South Dakota,SD,0,"$52,487"
20100282,2013,South Dakota State University,SD,8,"$1,379,853"
[ID],Year,Institution,state,Tot Lic/Opt Exe,Gross Lic Inc
95164,1991,St. Jude Children's Research Hospital,TN,3,"$8,294"
95268,1991,Vanderbilt University,TN,3,"$118,300"
95164,1992,St. Jude Children's Research Hospital,TN,5,"$36,191"
95268,1992,Vanderbilt University,TN,13,"$443,500"
95164,1993,St. Jude Children's Research Hospital,TN,3,"$31,909"
95245,1993,Univ. of Tennessee Research Corp.,TN,10,"$726,200"
95268,1993,Vanderbilt University,TN,14,"$413,000"
95164,1994,St. Jude Children's Research Hospital,TN,5,"$78,192"
95245,1994,Univ. of Tennessee Research Corp.,TN,8,"$988,018"
95268,1994,Vanderbilt University,TN,11,"$605,353"
95164,1995,St. Jude Children's Research Hospital,TN,13,"$204,290"
95245,1995,Univ. of Tennessee Research Corp.,TN,10,"$935,000"
95268,1995,Vanderbilt University,TN,18,"$457,808"
95164,1996,St. Jude Children's Research Hospital,TN,14,"$321,598"
95245,1996,Univ. of Tennessee Research Corp.,TN,10,"$1,690,000"
95268,1996,Vanderbilt University,TN,16,"$640,288"
95164,1997,St. Jude Children's Research Hospital,TN,14,"$358,489"
95245,1997,Univ. of Tennessee Research Corp.,TN,10,"$1,122,650"
95268,1997,Vanderbilt University,TN,35,"$541,339"
95164,1998,St. Jude Children's Research Hospital,TN,16,"$381,636"
95245,1998,Univ. of Tennessee Research Corp.,TN,14,"$1,286,624"
95268,1998,Vanderbilt University,TN,35,"$890,350"
95164,1999,St. Jude Children's Research Hospital,TN,16,"$637,775"
95245,1999,Univ. of Tennessee Research Corp.,TN,7,"$620,903"
95268,1999,Vanderbilt University,TN,31,"$1,102,246"
95164,2000,St. Jude Children's Research Hospital,TN,13,"$385,824"
95245,2000,Univ. of Tennessee Research Corp.,TN,14,"$1,847,487"
95268,2000,Vanderbilt University,TN,24,"$1,545,987"
95164,2001,St. Jude Children's Research Hospital,TN,29,"$753,927"
95245,2001,Univ. of Tennessee,TN,12,"$2,012,938"
95268,2001,Vanderbilt Univ.,TN,15,"$1,456,160"
95164,2002,St. Jude Children's Research Hospital,TN,17,"$704,386"
20000254,2002,Tennessee Board of Regents,TN,2,"$11,000"
95245,2002,The Univ. of Tennessee,TN,17,"$957,038"
95268,2002,Vanderbilt Univ.,TN,19,"$11,883,273"
95164,2003,St. Jude Children's Research Hospital,TN,22,"$1,085,009"
20000254,2003,Tennessee Board of Regents,TN,1,"$1,000"
95245,2003,Univ. of Tennessee,TN,25,"$886,842"
95268,2003,Vanderbilt Univ.,TN,27,"$8,896,698"
95164,2004,St. Jude Children's Research Hospital,TN,28,"$998,495"
95245,2004,Univ. of Tennessee,TN,19,"$1,232,110"
95268,2004,Vanderbilt Univ.,TN,28,"$4,465,395"
95164,2005,St. Jude Children's Research Hospital,TN,17,"$2,001,430"
95245,2005,Univ. of Tennessee,TN,4,"$1,130,452"
95268,2005,Vanderbilt Univ.,TN,49,"$4,651,054"
95164,2006,St. Jude Children's Research Hospital,TN,33,"$2,252,426"
95245,2006,Univ. of Tennessee,TN,10,"$1,282,913"
95268,2006,Vanderbilt Univ.,TN,47,"$8,553,468"
95164,2007,St. Jude Children's Research Hospital,TN,36,"$2,529,051"
95245,2007,Univ. of Tennessee,TN,15,"$1,191,767"
95268,2007,Vanderbilt Univ.,TN,44,"$9,010,684"
95164,2008,St. Jude Children's Research Hospital,TN,22,"$2,580,446"
95245,2008,Univ. of Tennessee,TN,17,"$3,877,000"
95268,2008,Vanderbilt Univ.,TN,49,"$8,322,536"
95164,2009,St. Jude Children's Research Hospital,TN,25,"$3,175,924"
95245,2009,Univ. of Tennessee,TN,16,"$1,609,779"
20100276,2009,University of Memphis,TN,2,"$54,000"
95268,2009,Vanderbilt Univ.,TN,46,"$11,329,700"
95164,2010,St. Jude Children's Research Hospital,TN,10,"$3,404,464"
95245,2010,Univ. of Tennessee,TN,15,"$428,326"
20100276,2010,University of Memphis,TN,,"$50,500"
95268,2010,Vanderbilt Univ.,TN,43,"$5,635,486"
95164,2011,St. Jude Children's Research Hospital,TN,20,"$3,705,967"
95245,2011,Univ. of Tennessee,TN,16,"$1,348,175"
95268,2011,Vanderbilt Univ.,TN,48,"$9,959,122"
95164,2012,St. Jude Children's Research Hospital,TN,16,"$3,270,546"
95245,2012,Univ. of Tennessee,TN,22,"$1,159,110"
20100276,2012,University of Memphis,TN,4,"$34,437"
95268,2012,Vanderbilt Univ.,TN,62,"$10,013,743"
95164,2013,St. Jude Children's Research Hospital,TN,10,"$4,137,675"
95010,1991,Baylor College of Medicine,TX,14,"$912,000"
95074,1991,Houston Advanced Research Center,TX,2,"$10,000"
95147,1991,Rice University,TX,0,"$40,000"
95246,1991,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,5,"$300,000"
95248,1991,Univ. of Texas at Austin,TX,25,"$637,502"
95252,1991,Univ. of Texas Southwestern Med. Ctr.,TX,8,"$870,000"
95010,1992,Baylor College of Medicine,TX,18,"$1,584,000"
95074,1992,Houston Advanced Research Center,TX,2,"$10,000"
95147,1992,Rice University,TX,0,"$7,000"
95246,1992,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,7,"$400,000"
95248,1992,Univ. of Texas at Austin,TX,34,"$835,432"
95252,1992,Univ. of Texas Southwestern Med. Ctr.,TX,11,"$1,100,000"
95010,1993,Baylor College of Medicine,TX,27,"$2,280,000"
95074,1993,Houston Advanced Research Center,TX,0,$0
95171,1993,Texas A&M University System,TX,27,"$795,742"
95246,1993,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,10,"$272,762"
95249,1993,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,8,"$470,519"
95251,1993,Univ. of Texas Medical Branch,TX,4,"$49,833"
95252,1993,Univ. of Texas Southwestern Med. Ctr.,TX,12,"$1,425,000"
95010,1994,Baylor College of Medicine,TX,35,"$1,900,000"
95074,1994,Houston Advanced Research Center,TX,3,"$292,318"
95147,1994,Rice University,TX,4,"$55,000"
95171,1994,Texas A&M University System,TX,33,"$1,501,871"
95233,1994,Univ. of North Texas,TX,0,$0
95246,1994,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,9,"$286,975"
96041,1994,Univ. of Texas M.D. Anderson Cancer Ctr.,TX,22,"$150,000"
95252,1994,Univ. of Texas Southwestern Med. Ctr.,TX,8,"$2,673,000"
95010,1995,Baylor College of Medicine,TX,19,"$2,248,064"
95074,1995,Houston Advanced Research Center,TX,0,$0
95171,1995,Texas A&M University System,TX,36,"$1,729,528"
95246,1995,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,13,"$719,208"
95249,1995,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,3,"$286,586"
96041,1995,Univ. of Texas M.D. Anderson Cancer Ctr.,TX,12,"$174,000"
95252,1995,Univ. of Texas Southwestern Med. Ctr.,TX,12,"$3,185,000"
95010,1996,Baylor College of Medicine,TX,16,"$2,499,000"
96002,1996,Baylor Research Institute,TX,0,"$100,000"
96041,1996,M.D. Anderson Cancer Center,TX,29,"$804,000"
95171,1996,Texas A&M University System,TX,30,"$2,756,464"
95201,1996,Univ. of Houston,TX,2,"$75,385"
95248,1996,Univ. of Texas at Austin,TX,22,"$1,261,252"
95246,1996,Univ. of Texas Hlth Sci Ctr San Antonio,TX,5,"$1,915,900"
95249,1996,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,2,"$707,000"
95251,1996,Univ. of Texas Medical Branch,TX,7,"$225,000"
95252,1996,Univ. of Texas Southwestern Med. Ctr.,TX,20,"$2,939,965"
95010,1997,Baylor College of Medicine,TX,42,"$5,024,000"
95074,1997,Houston Advanced Research Center,TX,3,"$100,500"
96041,1997,M.D. Anderson Cancer Center,TX,17,"$740,374"
95171,1997,Texas A&M University System,TX,35,"$4,081,082"
95201,1997,Univ. of Houston,TX,1,"$75,409"
96032,1997,Univ. of North Texas HSC Fort Worth,TX,1,$0
95248,1997,Univ. of Texas at Austin,TX,20,"$1,352,793"
95246,1997,Univ. of Texas Hlth Sci Ctr San Antonio,TX,1,"$2,826,538"
95249,1997,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,5,"$311,703"
95252,1997,Univ. of Texas Southwestern Med. Ctr.,TX,20,"$3,302,689"
95010,1998,Baylor College of Medicine,TX,32,"$7,521,878"
95074,1998,Houston Advanced Research Center,TX,2,"$5,000"
96041,1998,M.D. Anderson Cancer Center,TX,13,"$3,416,603"
95147,1998,Rice University,TX,3,"$36,000"
95171,1998,Texas A&M University System,TX,54,"$4,466,679"
95201,1998,Univ. of Houston,TX,7,"$79,121"
95248,1998,Univ. of Texas at Austin,TX,23,"$1,455,599"
95246,1998,Univ. of Texas Hlth Sci Ctr San Antonio,TX,9,"$2,158,139"
95249,1998,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,5,"$341,959"
95252,1998,Univ. of Texas Southwestern Med. Ctr.,TX,18,"$3,927,054"
95010,1999,Baylor College of Medicine,TX,35,"$12,528,172"
96041,1999,M.D. Anderson Cancer Center,TX,17,"$3,169,420"
95147,1999,Rice University,TX,8,"$21,000"
95171,1999,Texas A&M University System,TX,53,"$5,262,289"
95201,1999,Univ. of Houston,TX,5,"$120,831"
95248,1999,Univ. of Texas at Austin,TX,31,"$1,929,390"
95246,1999,Univ. of Texas Hlth Sci Ctr San Antonio,TX,14,"$3,660,638"
95249,1999,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,8,"$343,050"
95251,1999,Univ. of Texas Medical Branch,TX,4,"$108,857"
95252,1999,Univ. of Texas Southwestern Med. Ctr.,TX,23,"$4,857,354"
95010,2000,Baylor College of Medicine,TX,32,"$9,696,627"
96041,2000,M.D. Anderson Cancer Center,TX,12,"$6,030,388"
95147,2000,Rice University,TX,7,"$80,713"
95171,2000,Texas A&M University System,TX,58,"$6,049,298"
95201,2000,Univ. of Houston,TX,6,"$1,916,987"
96032,2000,Univ. of North Texas HSC Fort Worth,TX,7,$1
95247,2000,Univ. of Texas at Arlington,TX,2,"$76,617"
95248,2000,Univ. of Texas at Austin,TX,42,"$1,513,838"
95246,2000,Univ. of Texas Hlth Sci Ctr San Antonio,TX,5,"$2,162,647"
95249,2000,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,7,"$725,413"
95251,2000,Univ. of Texas Medical Branch,TX,16,"$955,793"
95252,2000,Univ. of Texas Southwestern Med. Ctr.,TX,32,"$8,632,139"
95010,2001,Baylor College of Medicine,TX,33,"$8,072,922"
96041,2001,M.D. Anderson Cancer Ctr,TX,10,"$4,491,390"
95147,2001,Rice University,TX,4,$740
98005,2001,Southern Methodist University,TX,0,$0
95201,2001,Univ. of Houston,TX,5,"$240,935"
95233,2001,Univ. of North Texas Health Science Center,TX,3,"$5,000"
95247,2001,Univ. of Texas at Arlington,TX,1,"$92,074"
95248,2001,Univ. of Texas at Austin,TX,34,"$2,269,843"
95246,2001,Univ. of Texas Health Sci Ctr San Antonio,TX,5,"$2,220,191"
95249,2001,Univ. of Texas Houston Health Sci. Ctr.,TX,10,"$857,051"
95251,2001,Univ. of Texas Medical Branch,TX,17,"$684,859"
95252,2001,Univ. of Texas Southwestern Med. Ctr.,TX,24,"$10,339,379"
95010,2002,Baylor College of Medicine,TX,52,"$10,022,000"
96041,2002,M.D. Anderson Cancer Ctr.,TX,22,"$4,793,044"
95147,2002,Rice Univ.,TX,10,"$5,893"
98005,2002,Southern Methodist Univ.,TX,0,"$1,224"
95171,2002,Texas A&M Univ. System,TX,57,"$6,595,871"
95172,2002,Texas Tech Univ.,TX,8,"$208,071"
95201,2002,Univ. of Houston,TX,7,"$347,708"
95233,2002,Univ. of North Texas Health Science Ctr.,TX,9,"$5,400"
95247,2002,Univ. of Texas Arlington,TX,1,"$113,250"
95248,2002,Univ. of Texas at Austin,TX,35,"$3,898,462"
95249,2002,Univ. of Texas Health Science Ctr. Houston,TX,7,"$1,423,816"
95246,2002,Univ. of Texas Health Science Ctr. San Antonio,TX,5,"$2,330,490"
95251,2002,Univ. of Texas Medical Branch,TX,16,"$621,685"
95252,2002,Univ. of Texas Southwestern Med. Ctr.,TX,28,"$10,516,708"
95010,2003,Baylor College of Medicine,TX,55,"$7,477,000"
