[ID],Year,Institution,state,Tot Lic/Opt Exe,St-Ups Formed,Gross Lic Inc
95027,1995,Carnegie Mellon University,PA,17,1,"$1,441,000 "
95033,1995,Children's Hospital of Philadelphia,PA,0,0,"$50,000 "
95063,1995,Fox Chase Cancer Center,PA,1,0,"$106,200 "
95091,1995,Lehigh University,PA,3,0,"$122,775 "
95135,1995,Penn State University,PA,34,4,"$961,988 "
95170,1995,Temple University,PA,9,0,"$456,725 "
95173,1995,Thomas Jefferson University,PA,17,6,"$540,000 "
95237,1995,Univ. of PA,PA,45,7,"$1,400,000 "
95238,1995,Univ. of Pittsburgh,PA,16,2,"$1,056,889 "
95279,1995,Wistar Institute,PA,8,0,"$3,093,000 "
95003,1996,Albert Einstein Healthcare Network,PA,2,1,"$3,000 "
95004,1996,Allegheny Univ. of the Health Sciences,PA,7,2,"$52,914 "
95027,1996,Carnegie Mellon University,PA,10,2,"$7,135,262 "
95033,1996,Children's Hospital of Philadelphia,PA,3,,"$196,000 "
95063,1996,Fox Chase Cancer Center,PA,0,0,"$125,585 "
95091,1996,Lehigh University,PA,1,0,"$130,657 "
95135,1996,Penn State University,PA,32,3,"$946,044 "
95170,1996,Temple University,PA,8,1,"$967,710 "
95173,1996,Thomas Jefferson University,PA,12,4,"$341,061 "
95237,1996,Univ. of Pennsylvania,PA,22,4,"$782,000 "
95238,1996,Univ. of Pittsburgh,PA,6,2,"$1,114,381 "
95279,1996,Wistar Institute,PA,8,0,"$3,100,000 "
97027,1997,Allegheny Univ. of the Health Sciences,PA,4,1,"$63,182 "
95027,1997,Carnegie Mellon University,PA,14,3,"$13,381,000 "
95033,1997,Children's Hospital of Philadelphia,PA,1,0,"$46,882 "
95063,1997,Fox Chase Cancer Center,PA,4,1,"$495,508 "
95091,1997,Lehigh University,PA,0,0,"$113,386 "
95135,1997,Penn State University,PA,48,9,"$1,277,775 "
95170,1997,Temple University,PA,9,1,"$436,000 "
95173,1997,Thomas Jefferson University,PA,14,3,"$451,590 "
95237,1997,Univ. of Pennsylvania,PA,40,4,"$2,136,000 "
95238,1997,Univ. of Pittsburgh,PA,15,5,"$1,216,500 "
97027,1998,Allegheny Univ. of the Health Sciences,PA,12,2,"$207,578 "
95027,1998,Carnegie Mellon University,PA,11,5,"$30,065,000 "
95033,1998,Children's Hospital of Philadelphia,PA,4,0,"$256,293 "
95063,1998,Fox Chase Cancer Center,PA,6,0,"$495,508 "
95135,1998,Penn State University,PA,42,5,"$2,012,584 "
95170,1998,Temple University,PA,10,1,"$841,177 "
95173,1998,Thomas Jefferson University,PA,15,3,"$797,858 "
95237,1998,Univ. of Pennsylvania,PA,72,4,"$7,246,695 "
95238,1998,Univ. of Pittsburgh,PA,20,3,"$2,560,000 "
95279,1998,Wistar Institute,PA,20,0,"$2,454,075 "
95027,1999,Carnegie Mellon University,PA,23,5,"$5,892,284 "
95033,1999,Children's Hospital of Philadelphia,PA,4,0,"$101,160 "
95063,1999,Fox Chase Cancer Center,PA,37,1,"$331,883 "
95135,1999,Penn State University,PA,40,3,"$2,830,448 "
95170,1999,Temple University,PA,5,0,"$493,947 "
95173,1999,Thomas Jefferson University,PA,17,1,"$742,515 "
95237,1999,Univ. of Pennsylvania,PA,57,6,"$3,071,000 "
95238,1999,Univ. of Pittsburgh,PA,16,3,"$608,851 "
95279,1999,Wistar Institute,PA,15,0,"$2,548,000 "
95027,2000,Carnegie Mellon University,PA,21,4,"$2,290,000 "
95033,2000,Children's Hospital of Philadelphia,PA,4,0,"$134,150 "
95063,2000,Fox Chase Cancer Center,PA,99,0,"$456,546 "
95135,2000,Penn State University,PA,22,4,"$1,299,915 "
95170,2000,Temple University,PA,5,0,"$549,489 "
95173,2000,Thomas Jefferson University,PA,21,1,"$1,651,787 "
95237,2000,Univ. of Pennsylvania,PA,63,6,"$27,784,972 "
95238,2000,Univ. of Pittsburgh,PA,24,5,"$3,259,291 "
95279,2000,Wistar Institute,PA,11,0,"$1,691,000 "
95005,2001,Allegheny-Singer Research Institute,PA,0,0,"$25,000 "
95027,2001,Carnegie Mellon University,PA,18,4,"$1,982,562 "
95033,2001,Children's Hospital Philadelphia,PA,5,0,"$142,333 "
95054,2001,Drexel University,PA,4,1,"$456,000 "
95063,2001,Fox Chase Cancer Center,PA,13,0,"$449,317 "
95135,2001,Penn State University,PA,37,4,"$803,782 "
95170,2001,Temple University,PA,6,1,"$675,587 "
95238,2001,Univ. of Pittsburgh,PA,20,4,"$1,494,542 "
95279,2001,Wistar Institute,PA,10,0,"$2,310,000 "
95005,2002,Allegheny-Singer Research Inst.,PA,0,0,$0 
95027,2002,Carnegie Mellon Univ.,PA,19,4,"$3,750,000 "
95063,2002,Fox Chase Cancer Ctr.,PA,7,0,"$458,866 "
95135,2002,Penn State Univ.,PA,31,4,"$1,394,359 "
95170,2002,Temple Univ.,PA,8,1,"$656,574 "
95237,2002,Univ. of Pennsylvania,PA,81,12,"$6,833,525 "
95238,2002,Univ. of Pittsburgh,PA,33,5,"$1,292,277 "
95279,2002,Wistar Inst.,PA,16,0,"$1,921,000 "
95005,2003,Allegheny-Singer Research Inst.,PA,0,0,$0 
95027,2003,Carnegie Mellon Univ.,PA,27,2,"$2,672,682 "
2000007,2003,Duquesne Univ.,PA,1,0,"$112,000 "
95063,2003,Fox Chase Cancer Ctr.,PA,14,0,"$550,533 "
95135,2003,Penn State Univ.,PA,20,2,"$1,643,635 "
95170,2003,Temple Univ.,PA,0,1,"$674,494 "
95173,2003,Thomas Jefferson Univ,PA,9,,"$1,548,052 "
95237,2003,Univ. of Pennsylvania,PA,83,12,"$11,653,155 "
95238,2003,Univ. of Pittsburgh,PA,44,8,"$3,006,015 "
95279,2003,Wistar Inst.,PA,16,1,"$1,727,000 "
95005,2004,Allegheny-Singer Research Inst.,PA,0,0,$0 
95027,2004,Carnegie Mellon Univ.,PA,21,4,"$4,630,000 "
2000007,2004,Duquesne Univ.,PA,1,0,"$162,000 "
95063,2004,Fox Chase Cancer Ctr.,PA,22,0,"$646,730 "
95135,2004,Penn State Univ.,PA,23,4,"$1,916,613 "
95170,2004,Temple Univ.,PA,4,2,"$496,752 "
95237,2004,Univ. of Pennsylvania,PA,87,6,"$8,729,525 "
95238,2004,Univ. of Pittsburgh,PA,53,10,"$3,963,193 "
95279,2004,Wistar Inst.,PA,10,0,"$2,239,000 "
95027,2005,Carnegie Mellon Univ.,PA,32,6,"$4,988,285 "
95054,2005,Drexel Univ.,PA,7,0,"$1,334,411 "
2000007,2005,Duquesne Univ.,PA,7,1,"$162,000 "
95063,2005,Fox Chase Cancer Ctr.,PA,23,0,"$612,541 "
95135,2005,Penn State Univ.,PA,21,3,"$2,266,479 "
95170,2005,Temple Univ.,PA,14,2,"$417,497 "
95237,2005,Univ. of Pennsylvania,PA,83,9,"$7,495,118 "
95238,2005,Univ. of Pittsburgh,PA,58,8,"$4,246,193 "
95279,2005,Wistar Inst.,PA,8,0,"$3,622,000 "
95027,2006,Carnegie Mellon Univ.,PA,30,12,"$6,045,618 "
95054,2006,Drexel Univ.,PA,5,4,"$209,204 "
2000007,2006,Duquesne Univ.,PA,2,1,"$172,000 "
95063,2006,Fox Chase Cancer Ctr.,PA,29,1,"$581,821 "
95091,2006,Lehigh Univ.,PA,7,2,"$179,084 "
95135,2006,Penn State Univ.,PA,22,4,"$1,348,400 "
95173,2006,Thomas Jefferson Univ,PA,1,1,"$1,047,395 "
95237,2006,Univ. of Pennsylvania,PA,37,3,"$8,255,096 "
95238,2006,Univ. of Pittsburgh,PA,54,5,"$10,214,441 "
95279,2006,Wistar Inst.,PA,23,0,"$47,069,706 "
95005,2007,Allegheny-Singer Research Inst.,PA,,0,$0 
95027,2007,Carnegie Mellon Univ.,PA,23,8,"$5,820,000 "
95033,2007,Children's Hospital of Philadelphia,PA,2,0,"$7,259,841 "
95054,2007,Drexel Univ.,PA,13,4,"$325,508 "
2000007,2007,Duquesne Univ.,PA,1,0,$0 
95063,2007,Fox Chase Cancer Ctr.,PA,19,0,"$438,021 "
95091,2007,Lehigh Univ.,PA,2,1,"$156,015 "
95135,2007,Penn State Univ.,PA,12,3,"$1,816,794 "
95170,2007,Temple Univ.,PA,4,0,"$525,000 "
95173,2007,Thomas Jefferson Univ,PA,1,2,"$1,291,750 "
95237,2007,Univ. of Pennsylvania,PA,26,3,"$6,167,230 "
95238,2007,Univ. of Pittsburgh,PA,58,8,"$4,971,725 "
95279,2007,Wistar Inst.,PA,24,0,"$9,571,000 "
95027,2008,Carnegie Mellon Univ.,PA,25,10,"$6,364,422 "
95033,2008,Children's Hospital of Philadelphia,PA,9,0,"$190,787,567 "
95054,2008,Drexel Univ.,PA,13,4,"$295,800 "
2000007,2008,Duquesne Univ.,PA,1,0,$0 
95091,2008,Lehigh Univ.,PA,,,"$299,238 "
95135,2008,Penn State Univ.,PA,26,1,"$1,504,063 "
95170,2008,Temple Univ.,PA,0,0,"$379,901 "
95173,2008,Thomas Jefferson Univ,PA,6,0,"$1,840,458 "
95237,2008,Univ. of Pennsylvania,PA,54,2,"$8,200,086 "
95238,2008,Univ. of Pittsburgh,PA,58,3,"$6,666,734 "
95279,2008,Wistar Inst.,PA,25,0,"$12,693,000 "
95027,2009,Carnegie Mellon Univ.,PA,19,10,"$8,041,047 "
95033,2009,Children's Hospital of Philadelphia,PA,4,0,"$202,538 "
95054,2009,Drexel Univ.,PA,19,3,"$178,499 "
2000007,2009,Duquesne Univ.,PA,1,0,$0 
95063,2009,Fox Chase Cancer Ctr.,PA,22,0,"$1,130,000 "
95091,2009,Lehigh Univ.,PA,,, 
95135,2009,Penn State Univ.,PA,21,3,"$1,227,175 "
95170,2009,Temple Univ.,PA,1,1,"$340,965 "
95173,2009,Thomas Jefferson Univ,PA,18,0,"$5,531,467 "
95237,2009,Univ. of Pennsylvania,PA,62,4,"$11,658,000 "
95238,2009,Univ. of Pittsburgh,PA,41,3,"$4,129,172 "
95279,2009,Wistar Inst.,PA,13,0,"$10,907,000 "
95027,2010,Carnegie Mellon Univ.,PA,48,10,"$6,078,662 "
95033,2010,Children's Hospital of Philadelphia,PA,7,0,"$303,748 "
95054,2010,Drexel Univ.,PA,18,3,"$185,672 "
95091,2010,Lehigh Univ.,PA,,,"$169,006 "
95135,2010,Penn State Univ.,PA,24,5,"$2,271,002 "
95170,2010,Temple Univ.,PA,5,1,"$378,207 "
95173,2010,Thomas Jefferson Univ,PA,13,2,"$949,972 "
95237,2010,Univ. of Pennsylvania,PA,68,4,"$11,259,000 "
95238,2010,Univ. of Pittsburgh,PA,80,6,"$3,839,157 "
95279,2010,Wistar Inst.,PA,16,0,"$13,223,000 "
95027,2011,Carnegie Mellon Univ.,PA,69,10,"$4,965,856 "
95033,2011,Children's Hospital of Philadelphia,PA,12,1,"$576,955 "
95054,2011,Drexel Univ.,PA,14,2,"$292,827 "
2000007,2011,Duquesne Univ.,PA,1,1,$0 
95063,2011,Fox Chase Cancer Ctr.,PA,20,0,"$1,211,000 "
95091,2011,Lehigh Univ.,PA,,0,"$63,310 "
95135,2011,Penn State Univ.,PA,23,5,"$2,947,261 "
95170,2011,Temple Univ.,PA,5,2,"$1,245,272 "
95173,2011,Thomas Jefferson Univ,PA,15,0,"$837,912 "
95237,2011,Univ. of Pennsylvania,PA,92,8,"$14,397,705 "
95238,2011,Univ. of Pittsburgh,PA,105,2,"$3,880,594 "
95279,2011,Wistar Inst.,PA,15,0,"$18,008,000 "
95027,2012,Carnegie Mellon Univ.,PA,75,10,"$19,885,892 "
95033,2012,Children's Hospital of Philadelphia,PA,7,0,"$469,786 "
95054,2012,Drexel Univ.,PA,17,4,"$597,855 "
2000007,2012,Duquesne Univ.,PA,0,1,$0 
95063,2012,Fox Chase Cancer Ctr.,PA,28,0,"$1,227,860 "
95091,2012,Lehigh Univ.,PA,1,,"$58,542 "
95135,2012,Penn State Univ.,PA,21,5,"$3,095,017 "
95170,2012,Temple Univ.,PA,8,4,"$2,465,879 "
95173,2012,Thomas Jefferson Univ,PA,13,1,"$979,210 "
95237,2012,Univ. of Pennsylvania,PA,111,14,"$17,944,068 "
95238,2012,Univ. of Pittsburgh,PA,132,9,"$4,215,544 "
95279,2012,Wistar Inst.,PA,6,0,"$17,769,000 "
95027,2013,Carnegie Mellon Univ.,PA,91,12,"$5,233,234 "
95033,2013,Children's Hospital of Philadelphia,PA,9,2,"$418,374 "
95054,2013,Drexel Univ.,PA,24,5,"$104,879 "
2000007,2013,Duquesne Univ.,PA,3,3,$0 
95091,2013,Lehigh Univ.,PA,1,0,"$77,144 "
95135,2013,Penn State Univ.,PA,36,10,"$2,267,016 "
95170,2013,Temple Univ.,PA,5,3,"$11,506,822 "
95173,2013,Thomas Jefferson Univ,PA,11,0,"$1,171,295 "
95237,2013,Univ. of Pennsylvania,PA,130,,"$86,600,386 "
95019,1993,Brown University Research Fndtn,RI,3,,"$335,714 "
95239,1993,Univ. of Rhode Island,RI,3,,"$375,556 "
95019,1994,Brown University Research Fndtn,RI,5,1,"$295,841 "
95146,1994,Rhode Island Hospital,RI,1,0,$0 
95239,1994,Univ. of Rhode Island,RI,3,2,"$375,000 "
95019,1995,Brown University Research Fndtn,RI,4,1,"$665,000 "
95239,1995,Univ. of Rhode Island,RI,4,1,"$297,000 "
95019,1996,Brown University Research Fndtn.,RI,6,2,"$1,092,495 "
95239,1996,Univ. of Rhode Island,RI,2,1,"$986,190 "
95019,1997,Brown University Research Fndtn.,RI,9,1,"$388,962 "
95019,1998,Brown University Research Fndtn.,RI,5,1,"$350,898 "
95239,1998,Univ. of Rhode Island,RI,10,0,"$873,664 "
95019,1999,Brown University Research Fndtn.,RI,4,1,"$1,009,516 "
95239,1999,Univ. of Rhode Island,RI,11,0,"$823,385 "
95019,2000,Brown University Research Fndtn.,RI,6,4,"$2,096,296 "
95239,2000,Univ. of Rhode Island,RI,13,1,"$1,278,678 "
95019,2001,Brown University Research Fdn.,RI,4,0,"$2,319,777 "
95239,2001,Univ. of Rhode Island,RI,,,"$667,281 "
95019,2002,Brown Univ. Research Fdn.,RI,9,4,"$1,496,133 "
95239,2002,Univ. of Rhode Island,RI,4,0,"$860,052 "
95019,2003,Brown Univ. Research Fdn.,RI,13,2,"$1,480,654 "
95239,2003,Univ. of Rhode Island,RI,1,0,"$855,341 "
95019,2004,Brown Univ. Research Fdn.,RI,8,4,"$1,042,956 "
95239,2004,Univ. of Rhode Island,RI,0,0,"$1,052,000 "
95019,2005,Brown Univ. Research Fdn.,RI,9,4,"$1,982,272 "
95239,2005,Univ. of Rhode Island,RI,0,0,"$1,066,000 "
95239,2006,Univ. of Rhode Island,RI,1,0,"$900,166 "
95239,2007,Univ. of Rhode Island,RI,1,0,"$539,472 "
95239,2008,Univ. of Rhode Island,RI,2,0,"$344,642 "
95239,2009,Univ. of Rhode Island,RI,6,0,"$690,479 "
95239,2010,Univ. of Rhode Island,RI,3,0,"$200,752 "
95019,2012,Brown University,RI,18,,"$1,593,000 "
95019,2013,Brown University,RI,7,1,"$2,321,000 "
95040,1991,Clemson University,SC,1,,"$1,507,423 "
95040,1992,Clemson University,SC,2,,"$1,648,757 "
95040,1993,Clemson University,SC,3,,"$4,300,000 "
95103,1993,Medical Univ. of South Carolina,SC,2,,"$30,000 "
95040,1994,Clemson University,SC,3,0,"$4,400,000 "
95242,1994,Univ. of South Carolina,SC,0,1,"$7,300 "
95040,1995,Clemson University,SC,3,1,"$4,373,582 "
95242,1995,Univ. of South Carolina,SC,0,0,"$6,994 "
95040,1996,Clemson University,SC,2,0,"$4,125,439 "
95242,1996,Univ. of South Carolina,SC,1,0,"$505,000 "
95040,1997,Clemson University,SC,4,0,"$4,620,346 "
95242,1997,Univ. of South Carolina,SC,1,0,"$54,825 "
95040,1998,Clemson University,SC,4,1,"$4,329,593 "
95103,1998,Medical Univ. of South Carolina,SC,5,0,"$46,870 "
95242,1998,Univ. of South Carolina,SC,0,0,"$50,181 "
95040,1999,Clemson University,SC,7,1,"$4,648,141 "
95103,1999,Medical Univ. of South Carolina,SC,5,3,"$121,627 "
95242,1999,Univ. of South Carolina,SC,7,0,"$175,187 "
95040,2000,Clemson University,SC,3,1,"$4,660,391 "
95103,2000,Medical Univ. of South Carolina,SC,12,1,"$408,293 "
95242,2000,Univ. of South Carolina,SC,2,0,"$137,594 "
95040,2001,Clemson University,SC,4,0,"$4,539,631 "
95103,2001,Medical Univ. of South Carolina,SC,10,2,"$544,170 "
95040,2002,Clemson Univ.,SC,5,0,"$4,047,856 "
95103,2002,Medical Univ. of South Carolina,SC,7,0,"$866,955 "
95242,2002,Univ. of South Carolina,SC,5,,"$59,105 "
95040,2003,Clemson Univ.,SC,4,0,"$2,189,339 "
95103,2003,Medical Univ. of South Carolina,SC,8,2,"$302,524 "
95242,2003,Univ. of South Carolina,SC,9,1,"$239,659 "
95040,2004,Clemson Univ.,SC,5,0,"$2,718,070 "
95103,2004,Medical Univ. of South Carolina,SC,4,1,"$1,315,050 "
95242,2004,Univ. of South Carolina,SC,9,2,"$196,057 "
95040,2005,Clemson Univ.,SC,8,2,"$2,072,642 "
95103,2005,Medical Univ. of South Carolina,SC,5,0,"$633,079 "
95242,2005,Univ. of South Carolina,SC,16,4,"$251,344 "
95040,2006,Clemson Univ.,SC,10,4,"$2,450,462 "
95103,2006,Medical Univ. of South Carolina,SC,10,3,"$596,367 "
95242,2006,Univ. of South Carolina,SC,20,6,"$412,531 "
95040,2007,Clemson Univ.,SC,14,3,"$2,830,141 "
95103,2007,Medical Univ. of South Carolina,SC,4,2,"$734,395 "
95040,2008,Clemson Univ.,SC,25,3,"$2,861,439 "
95103,2008,Medical Univ. of South Carolina,SC,3,2,"$862,107 "
95242,2008,Univ. of South Carolina,SC,17,5,"$210,000 "
95040,2009,Clemson Univ.,SC,13,0,"$2,837,226 "
95103,2009,Medical Univ. of South Carolina,SC,9,4,"$450,878 "
95242,2009,Univ. of South Carolina,SC,12,3,"$139,366 "
95040,2010,Clemson Univ.,SC,11,3,"$1,064,678 "
95103,2010,Medical Univ. of South Carolina,SC,7,3,"$180,581 "
95242,2010,Univ. of South Carolina,SC,16,1,"$537,679 "
95040,2011,Clemson Univ.,SC,10,2,"$937,274 "
95103,2011,Medical Univ. of South Carolina,SC,11,2,"$431,242 "
95242,2011,Univ. of South Carolina,SC,10,3,"$2,901,036 "
95040,2012,Clemson Univ.,SC,11,5,"$853,504 "
95103,2012,Medical Univ. of South Carolina,SC,6,2,"$2,284,627 "
95242,2012,Univ. of South Carolina,SC,7,4,"$322,394 "
95040,2013,Clemson Univ.,SC,9,2,"$1,134,289 "
95103,2013,Medical Univ. of South Carolina,SC,11,3,"$489,083 "
20000253,2002,Univ. of South Dakota,SD,1,1, 
20000253,2007,Univ. of South Dakota,SD,0,0,$0 
20000253,2008,Univ. of South Dakota,SD,0,0,$0 
20100282,2009,South Dakota State University,SD,0,1,"$754,048 "
20000253,2009,Univ. of South Dakota,SD,1,2,"$25,000 "
20100282,2010,South Dakota State University,SD,2,0,"$971,942 "
20000253,2010,Univ. of South Dakota,SD,0,2,"$25,000 "
20100282,2011,South Dakota State University,SD,2,0,"$1,283,837 "
20000253,2011,Univ. of South Dakota,SD,0,0,"$50,000 "
20100282,2012,South Dakota State University,SD,5,0,"$3,616,255 "
20000253,2012,Univ. of South Dakota,SD,0,0,"$52,487 "
20100282,2013,South Dakota State University,SD,8,0,"$1,379,853 "
[ID],Year,Institution,state,Tot Lic/Opt Exe,St-Ups Formed,Gross Lic Inc
95164,1991,St. Jude Children's Research Hospital,TN,3,,"$8,294 "
95268,1991,Vanderbilt University,TN,3,,"$118,300 "
95164,1992,St. Jude Children's Research Hospital,TN,5,,"$36,191 "
95268,1992,Vanderbilt University,TN,13,,"$443,500 "
95164,1993,St. Jude Children's Research Hospital,TN,3,,"$31,909 "
95245,1993,Univ. of Tennessee Research Corp.,TN,10,,"$726,200 "
95268,1993,Vanderbilt University,TN,14,,"$413,000 "
95164,1994,St. Jude Children's Research Hospital,TN,5,0,"$78,192 "
95245,1994,Univ. of Tennessee Research Corp.,TN,8,0,"$988,018 "
95268,1994,Vanderbilt University,TN,11,0,"$605,353 "
95164,1995,St. Jude Children's Research Hospital,TN,13,0,"$204,290 "
95245,1995,Univ. of Tennessee Research Corp.,TN,10,1,"$935,000 "
95268,1995,Vanderbilt University,TN,18,0,"$457,808 "
95164,1996,St. Jude Children's Research Hospital,TN,14,0,"$321,598 "
95245,1996,Univ. of Tennessee Research Corp.,TN,10,0,"$1,690,000 "
95268,1996,Vanderbilt University,TN,16,1,"$640,288 "
95164,1997,St. Jude Children's Research Hospital,TN,14,0,"$358,489 "
95245,1997,Univ. of Tennessee Research Corp.,TN,10,2,"$1,122,650 "
95268,1997,Vanderbilt University,TN,35,2,"$541,339 "
95164,1998,St. Jude Children's Research Hospital,TN,16,0,"$381,636 "
95245,1998,Univ. of Tennessee Research Corp.,TN,14,2,"$1,286,624 "
95268,1998,Vanderbilt University,TN,35,3,"$890,350 "
95164,1999,St. Jude Children's Research Hospital,TN,16,0,"$637,775 "
95245,1999,Univ. of Tennessee Research Corp.,TN,7,1,"$620,903 "
95268,1999,Vanderbilt University,TN,31,2,"$1,102,246 "
95164,2000,St. Jude Children's Research Hospital,TN,13,0,"$385,824 "
95245,2000,Univ. of Tennessee Research Corp.,TN,14,2,"$1,847,487 "
95268,2000,Vanderbilt University,TN,24,2,"$1,545,987 "
95164,2001,St. Jude Children's Research Hospital,TN,29,0,"$753,927 "
95245,2001,Univ. of Tennessee,TN,12,1,"$2,012,938 "
95268,2001,Vanderbilt Univ.,TN,15,0,"$1,456,160 "
95164,2002,St. Jude Children's Research Hospital,TN,17,0,"$704,386 "
20000254,2002,Tennessee Board of Regents,TN,2,0,"$11,000 "
95245,2002,The Univ. of Tennessee,TN,17,1,"$957,038 "
95268,2002,Vanderbilt Univ.,TN,19,1,"$11,883,273 "
95164,2003,St. Jude Children's Research Hospital,TN,22,0,"$1,085,009 "
20000254,2003,Tennessee Board of Regents,TN,1,1,"$1,000 "
95245,2003,Univ. of Tennessee,TN,25,1,"$886,842 "
95268,2003,Vanderbilt Univ.,TN,27,0,"$8,896,698 "
95164,2004,St. Jude Children's Research Hospital,TN,28,0,"$998,495 "
95245,2004,Univ. of Tennessee,TN,19,3,"$1,232,110 "
95268,2004,Vanderbilt Univ.,TN,28,2,"$4,465,395 "
95164,2005,St. Jude Children's Research Hospital,TN,17,0,"$2,001,430 "
95245,2005,Univ. of Tennessee,TN,4,0,"$1,130,452 "
95268,2005,Vanderbilt Univ.,TN,49,4,"$4,651,054 "
95164,2006,St. Jude Children's Research Hospital,TN,33,0,"$2,252,426 "
95245,2006,Univ. of Tennessee,TN,10,5,"$1,282,913 "
95268,2006,Vanderbilt Univ.,TN,47,3,"$8,553,468 "
95164,2007,St. Jude Children's Research Hospital,TN,36,0,"$2,529,051 "
95245,2007,Univ. of Tennessee,TN,15,2,"$1,191,767 "
95268,2007,Vanderbilt Univ.,TN,44,4,"$9,010,684 "
95164,2008,St. Jude Children's Research Hospital,TN,22,0,"$2,580,446 "
95245,2008,Univ. of Tennessee,TN,17,2,"$3,877,000 "
95268,2008,Vanderbilt Univ.,TN,49,4,"$8,322,536 "
95164,2009,St. Jude Children's Research Hospital,TN,25,0,"$3,175,924 "
95245,2009,Univ. of Tennessee,TN,16,2,"$1,609,779 "
20100276,2009,University of Memphis,TN,2,0,"$54,000 "
95268,2009,Vanderbilt Univ.,TN,46,1,"$11,329,700 "
95164,2010,St. Jude Children's Research Hospital,TN,10,0,"$3,404,464 "
95245,2010,Univ. of Tennessee,TN,15,4,"$428,326 "
20100276,2010,University of Memphis,TN,,0,"$50,500 "
95268,2010,Vanderbilt Univ.,TN,43,0,"$5,635,486 "
95164,2011,St. Jude Children's Research Hospital,TN,20,0,"$3,705,967 "
95245,2011,Univ. of Tennessee,TN,16,0,"$1,348,175 "
95268,2011,Vanderbilt Univ.,TN,48,0,"$9,959,122 "
95164,2012,St. Jude Children's Research Hospital,TN,16,0,"$3,270,546 "
95245,2012,Univ. of Tennessee,TN,22,8,"$1,159,110 "
20100276,2012,University of Memphis,TN,4,2,"$34,437 "
95268,2012,Vanderbilt Univ.,TN,62,5,"$10,013,743 "
95164,2013,St. Jude Children's Research Hospital,TN,10,0,"$4,137,675 "
95010,1991,Baylor College of Medicine,TX,14,,"$912,000 "
95074,1991,Houston Advanced Research Center,TX,2,,"$10,000 "
95147,1991,Rice University,TX,0,,"$40,000 "
95246,1991,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,5,,"$300,000 "
95248,1991,Univ. of Texas at Austin,TX,25,,"$637,502 "
95252,1991,Univ. of Texas Southwestern Med. Ctr.,TX,8,,"$870,000 "
95010,1992,Baylor College of Medicine,TX,18,,"$1,584,000 "
95074,1992,Houston Advanced Research Center,TX,2,,"$10,000 "
95147,1992,Rice University,TX,0,,"$7,000 "
95246,1992,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,7,,"$400,000 "
95248,1992,Univ. of Texas at Austin,TX,34,,"$835,432 "
95252,1992,Univ. of Texas Southwestern Med. Ctr.,TX,11,,"$1,100,000 "
95010,1993,Baylor College of Medicine,TX,27,,"$2,280,000 "
95074,1993,Houston Advanced Research Center,TX,0,,$0 
95171,1993,Texas A&M University System,TX,27,,"$795,742 "
95246,1993,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,10,,"$272,762 "
95249,1993,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,8,,"$470,519 "
95251,1993,Univ. of Texas Medical Branch,TX,4,,"$49,833 "
95252,1993,Univ. of Texas Southwestern Med. Ctr.,TX,12,,"$1,425,000 "
95010,1994,Baylor College of Medicine,TX,35,0,"$1,900,000 "
95074,1994,Houston Advanced Research Center,TX,3,1,"$292,318 "
95147,1994,Rice University,TX,4,0,"$55,000 "
95171,1994,Texas A&M University System,TX,33,5,"$1,501,871 "
95233,1994,Univ. of North Texas,TX,0,0,$0 
95246,1994,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,9,2,"$286,975 "
96041,1994,Univ. of Texas M.D. Anderson Cancer Ctr.,TX,22,2,"$150,000 "
95252,1994,Univ. of Texas Southwestern Med. Ctr.,TX,8,1,"$2,673,000 "
95010,1995,Baylor College of Medicine,TX,19,0,"$2,248,064 "
95074,1995,Houston Advanced Research Center,TX,0,0,$0 
95171,1995,Texas A&M University System,TX,36,5,"$1,729,528 "
95246,1995,Univ. of Texas  Hlth Sci Ctr San Antonio,TX,13,0,"$719,208 "
95249,1995,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,3,0,"$286,586 "
96041,1995,Univ. of Texas M.D. Anderson Cancer Ctr.,TX,12,0,"$174,000 "
95252,1995,Univ. of Texas Southwestern Med. Ctr.,TX,12,2,"$3,185,000 "
95010,1996,Baylor College of Medicine,TX,16,1,"$2,499,000 "
96002,1996,Baylor Research Institute,TX,0,0,"$100,000 "
96041,1996,M.D. Anderson Cancer Center,TX,29,1,"$804,000 "
95171,1996,Texas A&M University System,TX,30,2,"$2,756,464 "
95201,1996,Univ. of Houston,TX,2,1,"$75,385 "
95248,1996,Univ. of Texas at Austin,TX,22,1,"$1,261,252 "
95246,1996,Univ. of Texas Hlth Sci Ctr San Antonio,TX,5,0,"$1,915,900 "
95249,1996,Univ. of Texas Houston Hlth. Sci. Ctr.,TX,2,0,"$707,000 "
95251,1996,Univ. of Texas Medical Branch,TX,7,0,"$225,000 "
95252,1996,Univ. of Texas Southwestern Med. Ctr.,TX,20,0,"$2,939,965 "
95010,1997,Baylor College of Medicine,TX,42,2,"$5,024,000 "
95074,1997,Houston Advanced Research Center,TX,3,0,"$100,500 "
96041,1997,M.D. Anderson Cancer Center,TX,17,1,"$740,374 "
