"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2013 annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
41,Oregon,2004,"2,781,851   ","1,849,720   ",66.5   ,"1,714,447   ",61.6   ,"135,273   ",7.3   
42,Pennsylvania,2004,"9,649,682   ","6,196,796   ",64.2   ,"5,859,561   ",60.7   ,"337,235   ",5.4   
44,Rhode Island,2004,"837,494   ","555,096   ",66.3   ,"526,046   ",62.8   ,"29,050   ",5.2   
45,South Carolina,2004,"3,178,645   ","2,026,480   ",63.8   ,"1,888,050   ",59.4   ,"138,430   ",6.8   
46,South Dakota,2004,"582,859   ","427,359   ",73.3   ,"411,708   ",70.6   ,"15,651   ",3.7   
47,Tennessee,2004,"4,541,581   ","2,904,355   ",64.0   ,"2,746,241   ",60.5   ,"158,114   ",5.4   
48,Texas,2004,"16,322,712   ","11,051,912   ",67.7   ,"10,385,318   ",63.6   ,"666,594   ",6.0   
49,Utah,2004,"1,730,928   ","1,242,004   ",71.8   ,"1,179,142   ",68.1   ,"62,862   ",5.1   
50,Vermont,2004,"491,813   ","347,068   ",70.6   ,"334,188   ",68.0   ,"12,880   ",3.7   
51,Virginia,2004,"5,615,773   ","3,857,950   ",68.7   ,"3,715,272   ",66.2   ,"142,678   ",3.7   
53,Washington,2004,"4,737,670   ","3,199,234   ",67.5   ,"2,999,526   ",63.3   ,"199,708   ",6.2   
54,West Virginia,2004,"1,432,844   ","788,333   ",55.0   ,"746,854   ",52.1   ,"41,479   ",5.3   
55,Wisconsin,2004,"4,247,547   ","3,020,402   ",71.1   ,"2,868,376   ",67.5   ,"152,026   ",5.0   
56,Wyoming,2004,"386,204   ","273,091   ",70.7   ,"262,358   ",67.9   ,"10,733   ",3.9   
01,Alabama,2005,"3,477,391   ","2,133,177   ",61.3   ,"2,051,893   ",59.0   ,"81,284   ",3.8   
02,Alaska,2005,"480,222   ","344,305   ",71.7   ,"320,590   ",66.8   ,"23,715   ",6.9   
04,Arizona,2005,"4,465,451   ","2,858,656   ",64.0   ,"2,724,859   ",61.0   ,"133,797   ",4.7   
05,Arkansas,2005,"2,112,848   ","1,339,547   ",63.4   ,"1,270,930   ",60.2   ,"68,617   ",5.1   
06,California,2005,"26,761,750   ","17,544,763   ",65.6   ,"16,592,204   ",62.0   ,"952,559   ",5.4   
037,Los Angeles County,2005,"7,364,577   ","4,771,417   ",64.8   ,"4,516,008   ",61.3   ,"255,409   ",5.4   
08,Colorado,2005,"3,548,120   ","2,588,382   ",73.0   ,"2,455,773   ",69.2   ,"132,609   ",5.1   
09,Connecticut,2005,"2,677,266   ","1,806,997   ",67.5   ,"1,718,608   ",64.2   ,"88,389   ",4.9   
10,Delaware,2005,"644,982   ","434,389   ",67.3   ,"417,196   ",64.7   ,"17,193   ",4.0   
11,District of Columbia,2005,"466,613   ","319,303   ",68.4   ,"298,611   ",64.0   ,"20,692   ",6.5   
12,Florida,2005,"13,894,684   ","8,635,032   ",62.1   ,"8,305,281   ",59.8   ,"329,751   ",3.8   
13,Georgia,2005,"6,747,800   ","4,616,260   ",68.4   ,"4,375,178   ",64.8   ,"241,082   ",5.2   
15,Hawaii,2005,"951,366   ","627,084   ",65.9   ,"609,835   ",64.1   ,"17,249   ",2.8   
16,Idaho,2005,"1,056,225   ","722,190   ",68.4   ,"695,428   ",65.8   ,"26,762   ",3.7   
17,Illinois,2005,"9,611,488   ","6,404,298   ",66.6   ,"6,033,421   ",62.8   ,"370,877   ",5.8   
18,Indiana,2005,"4,752,908   ","3,204,160   ",67.4   ,"3,032,108   ",63.8   ,"172,052   ",5.4   
19,Iowa,2005,"2,275,361   ","1,627,517   ",71.5   ,"1,557,545   ",68.5   ,"69,972   ",4.3   
20,Kansas,2005,"2,067,011   ","1,465,098   ",70.9   ,"1,390,292   ",67.3   ,"74,806   ",5.1   
21,Kentucky,2005,"3,207,183   ","1,996,277   ",62.2   ,"1,875,512   ",58.5   ,"120,765   ",6.0   
22,Louisiana,2005,"3,290,373   ","2,075,323   ",63.1   ,"1,935,850   ",58.8   ,"139,473   ",6.7   
23,Maine,2005,"1,043,211   ","692,327   ",66.4   ,"658,507   ",63.1   ,"33,820   ",4.9   
24,Maryland,2005,"4,253,903   ","2,946,763   ",69.3   ,"2,825,040   ",66.4   ,"121,723   ",4.1   
25,Massachusetts,2005,"5,063,714   ","3,383,296   ",66.8   ,"3,219,717   ",63.6   ,"163,579   ",4.8   
26,Michigan,2005,"7,736,940   ","5,063,206   ",65.4   ,"4,717,188   ",61.0   ,"346,018   ",6.8   
27,Minnesota,2005,"3,928,817   ","2,876,954   ",73.2   ,"2,756,709   ",70.2   ,"120,245   ",4.2   
28,Mississippi,2005,"2,143,324   ","1,321,735   ",61.7   ,"1,219,135   ",56.9   ,"102,600   ",7.8   
29,Missouri,2005,"4,435,045   ","3,011,455   ",67.9   ,"2,849,708   ",64.3   ,"161,747   ",5.4   
30,Montana,2005,"728,189   ","480,747   ",66.0   ,"463,251   ",63.6   ,"17,496   ",3.6   
31,Nebraska,2005,"1,324,178   ","973,172   ",73.5   ,"935,447   ",70.6   ,"37,725   ",3.9   
32,Nevada,2005,"1,819,152   ","1,228,339   ",67.5   ,"1,173,425   ",64.5   ,"54,914   ",4.5   
33,New Hampshire,2005,"1,019,428   ","723,111   ",70.9   ,"696,765   ",68.3   ,"26,346   ",3.6   
34,New Jersey,2005,"6,630,669   ","4,404,451   ",66.4   ,"4,207,738   ",63.5   ,"196,713   ",4.5   
35,New Mexico,2005,"1,436,753   ","913,453   ",63.6   ,"866,349   ",60.3   ,"47,104   ",5.2   
36,New York,2005,"15,008,243   ","9,421,385   ",62.8   ,"8,947,069   ",59.6   ,"474,316   ",5.0   
51000,New York city,2005,"6,417,143   ","3,756,810   ",58.5   ,"3,539,914   ",55.2   ,"216,896   ",5.8   
37,North Carolina,2005,"6,571,000   ","4,352,887   ",66.2   ,"4,123,857   ",62.8   ,"229,030   ",5.3   
38,North Dakota,2005,"491,659   ","355,874   ",72.4   ,"343,625   ",69.9   ,"12,249   ",3.4   
39,Ohio,2005,"8,819,792   ","5,881,663   ",66.7   ,"5,537,419   ",62.8   ,"344,244   ",5.9   
40,Oklahoma,2005,"2,658,130   ","1,705,506   ",64.2   ,"1,628,655   ",61.3   ,"76,851   ",4.5   
41,Oregon,2005,"2,823,513   ","1,856,062   ",65.7   ,"1,740,990   ",61.7   ,"115,072   ",6.2   
42,Pennsylvania,2005,"9,702,277   ","6,270,439   ",64.6   ,"5,958,238   ",61.4   ,"312,201   ",5.0   
44,Rhode Island,2005,"837,143   ","561,439   ",67.1   ,"532,961   ",63.7   ,"28,478   ",5.1   
45,South Carolina,2005,"3,234,049   ","2,062,350   ",63.8   ,"1,922,367   ",59.4   ,"139,983   ",6.8   
46,South Dakota,2005,"589,510   ","429,534   ",72.9   ,"413,819   ",70.2   ,"15,715   ",3.7   
47,Tennessee,2005,"4,610,117   ","2,942,297   ",63.8   ,"2,778,489   ",60.3   ,"163,808   ",5.6   
48,Texas,2005,"16,623,005   ","11,150,684   ",67.1   ,"10,551,547   ",63.5   ,"599,137   ",5.4   
49,Utah,2005,"1,777,777   ","1,283,626   ",72.2   ,"1,230,451   ",69.2   ,"53,175   ",4.1   
50,Vermont,2005,"495,490   ","348,818   ",70.4   ,"336,583   ",67.9   ,"12,235   ",3.5   
51,Virginia,2005,"5,705,956   ","3,921,799   ",68.7   ,"3,783,813   ",66.3   ,"137,986   ",3.5   
53,Washington,2005,"4,817,314   ","3,255,527   ",67.6   ,"3,075,972   ",63.9   ,"179,555   ",5.5   
54,West Virginia,2005,"1,435,076   ","802,734   ",55.9   ,"763,696   ",53.2   ,"39,038   ",4.9   
55,Wisconsin,2005,"4,285,261   ","3,035,808   ",70.8   ,"2,890,117   ",67.4   ,"145,691   ",4.8   
56,Wyoming,2005,"389,945   ","278,183   ",71.3   ,"267,927   ",68.7   ,"10,256   ",3.7   
01,Alabama,2006,"3,522,273   ","2,173,817   ",61.7   ,"2,098,462   ",59.6   ,"75,355   ",3.5   
02,Alaska,2006,"490,049   ","348,840   ",71.2   ,"326,109   ",66.5   ,"22,731   ",6.5   
04,Arizona,2006,"4,630,001   ","2,957,834   ",63.9   ,"2,836,638   ",61.3   ,"121,196   ",4.1   
05,Arkansas,2006,"2,142,922   ","1,358,516   ",63.4   ,"1,286,887   ",60.1   ,"71,629   ",5.3   
06,California,2006,"27,012,671   ","17,686,689   ",65.5   ,"16,821,266   ",62.3   ,"865,423   ",4.9   
037,Los Angeles County,2006,"7,376,885   ","4,808,637   ",65.2   ,"4,578,726   ",62.1   ,"229,911   ",4.8   
08,Colorado,2006,"3,621,632   ","2,655,556   ",73.3   ,"2,541,828   ",70.2   ,"113,728   ",4.3   
09,Connecticut,2006,"2,694,038   ","1,826,817   ",67.8   ,"1,745,993   ",64.8   ,"80,824   ",4.4   
10,Delaware,2006,"657,537   ","440,125   ",66.9   ,"424,618   ",64.6   ,"15,507   ",3.5   
11,District of Columbia,2006,"470,130   ","322,199   ",68.5   ,"303,791   ",64.6   ,"18,408   ",5.7   
12,Florida,2006,"14,163,723   ","8,880,351   ",62.7   ,"8,584,095   ",60.6   ,"296,256   ",3.3   
13,Georgia,2006,"6,914,799   ","4,722,314   ",68.3   ,"4,500,150   ",65.1   ,"222,164   ",4.7   
15,Hawaii,2006,"960,686   ","633,491   ",65.9   ,"617,807   ",64.3   ,"15,684   ",2.5   
16,Idaho,2006,"1,086,238   ","740,105   ",68.1   ,"718,077   ",66.1   ,"22,028   ",3.0   
17,Illinois,2006,"9,675,598   ","6,526,568   ",67.5   ,"6,225,095   ",64.3   ,"301,473   ",4.6   
18,Indiana,2006,"4,796,258   ","3,241,473   ",67.6   ,"3,080,047   ",64.2   ,"161,426   ",5.0   
19,Iowa,2006,"2,291,210   ","1,656,922   ",72.3   ,"1,595,136   ",69.6   ,"61,786   ",3.7   
20,Kansas,2006,"2,080,118   ","1,468,402   ",70.6   ,"1,403,938   ",67.5   ,"64,464   ",4.4   
21,Kentucky,2006,"3,245,865   ","2,024,132   ",62.4   ,"1,904,467   ",58.7   ,"119,665   ",5.9   
22,Louisiana,2006,"3,198,013   ","1,978,063   ",61.9   ,"1,900,240   ",59.4   ,"77,823   ",3.9   
23,Maine,2006,"1,050,791   ","698,527   ",66.5   ,"665,856   ",63.4   ,"32,671   ",4.7   
24,Maryland,2006,"4,294,115   ","3,007,264   ",70.0   ,"2,892,733   ",67.4   ,"114,531   ",3.8   
25,Massachusetts,2006,"5,092,894   ","3,417,999   ",67.1   ,"3,255,504   ",63.9   ,"162,495   ",4.8   
26,Michigan,2006,"7,764,448   ","5,071,681   ",65.3   ,"4,722,716   ",60.8   ,"348,965   ",6.9   
27,Minnesota,2006,"3,971,808   ","2,893,029   ",72.8   ,"2,774,524   ",69.9   ,"118,505   ",4.1   
28,Mississippi,2006,"2,148,646   ","1,287,234   ",59.9   ,"1,199,871   ",55.8   ,"87,363   ",6.8   
29,Missouri,2006,"4,487,608   ","3,036,009   ",67.7   ,"2,889,461   ",64.4   ,"146,548   ",4.8   
30,Montana,2006,"739,612   ","492,358   ",66.6   ,"476,412   ",64.4   ,"15,946   ",3.2   
31,Nebraska,2006,"1,333,583   ","972,602   ",72.9   ,"943,176   ",70.7   ,"29,426   ",3.0   
32,Nevada,2006,"1,883,416   ","1,276,387   ",67.8   ,"1,222,277   ",64.9   ,"54,110   ",4.2   
33,New Hampshire,2006,"1,032,458   ","734,647   ",71.2   ,"708,748   ",68.6   ,"25,899   ",3.5   
34,New Jersey,2006,"6,658,162   ","4,465,067   ",67.1   ,"4,257,899   ",64.0   ,"207,168   ",4.6   
35,New Mexico,2006,"1,461,711   ","924,516   ",63.2   ,"886,708   ",60.7   ,"37,808   ",4.1   
36,New York,2006,"15,100,241   ","9,499,872   ",62.9   ,"9,062,464   ",60.0   ,"437,408   ",4.6   
51000,New York city,2006,"6,469,734   ","3,820,120   ",59.0   ,"3,630,087   ",56.1   ,"190,033   ",5.0   
37,North Carolina,2006,"6,721,862   ","4,474,154   ",66.6   ,"4,261,325   ",63.4   ,"212,829   ",4.8   
38,North Dakota,2006,"493,900   ","360,913   ",73.1   ,"349,368   ",70.7   ,"11,545   ",3.2   
39,Ohio,2006,"8,859,318   ","5,924,170   ",66.9   ,"5,602,764   ",63.2   ,"321,406   ",5.4   
40,Oklahoma,2006,"2,690,292   ","1,721,171   ",64.0   ,"1,650,070   ",61.3   ,"71,101   ",4.1   
41,Oregon,2006,"2,876,527   ","1,893,267   ",65.8   ,"1,792,039   ",62.3   ,"101,228   ",5.3   
42,Pennsylvania,2006,"9,767,932   ","6,307,658   ",64.6   ,"6,021,084   ",61.6   ,"286,574   ",4.5   
44,Rhode Island,2006,"837,533   ","573,000   ",68.4   ,"543,973   ",64.9   ,"29,027   ",5.1   
45,South Carolina,2006,"3,305,437   ","2,105,035   ",63.7   ,"1,970,912   ",59.6   ,"134,123   ",6.4   
46,South Dakota,2006,"597,236   ","435,350   ",72.9   ,"421,799   ",70.6   ,"13,551   ",3.1   
47,Tennessee,2006,"4,692,392   ","3,008,948   ",64.1   ,"2,852,509   ",60.8   ,"156,439   ",5.2   
48,Texas,2006,"17,004,846   ","11,314,341   ",66.5   ,"10,757,510   ",63.3   ,"556,831   ",4.9   
49,Utah,2006,"1,835,540   ","1,324,433   ",72.2   ,"1,285,389   ",70.0   ,"39,044   ",2.9   
50,Vermont,2006,"499,415   ","356,427   ",71.4   ,"343,149   ",68.7   ,"13,278   ",3.7   
51,Virginia,2006,"5,788,571   ","3,983,717   ",68.8   ,"3,862,508   ",66.7   ,"121,209   ",3.0   
53,Washington,2006,"4,915,790   ","3,319,252   ",67.5   ,"3,155,384   ",64.2   ,"163,868   ",4.9   
54,West Virginia,2006,"1,440,091   ","813,946   ",56.5   ,"777,210   ",54.0   ,"36,736   ",4.5   
55,Wisconsin,2006,"4,323,865   ","3,077,096   ",71.2   ,"2,932,482   ",67.8   ,"144,614   ",4.7   
56,Wyoming,2006,"396,036   ","285,958   ",72.2   ,"276,882   ",69.9   ,"9,076   ",3.2   
01,Alabama,2007,"3,557,957   ","2,178,480   ",61.2   ,"2,104,157   ",59.1   ,"74,323   ",3.4   
02,Alaska,2007,"495,920   ","351,370   ",70.9   ,"330,004   ",66.5   ,"21,366   ",6.1   
04,Arizona,2007,"4,760,450   ","3,009,742   ",63.2   ,"2,898,136   ",60.9   ,"111,606   ",3.7   
05,Arkansas,2007,"2,166,219   ","1,362,602   ",62.9   ,"1,290,188   ",59.6   ,"72,414   ",5.3   
06,California,2007,"27,274,555   ","17,921,026   ",65.7   ,"16,960,730   ",62.2   ,"960,296   ",5.4   
037,Los Angeles County,2007,"7,400,380   ","4,872,503   ",65.8   ,"4,625,623   ",62.5   ,"246,880   ",5.1   
08,Colorado,2007,"3,693,148   ","2,685,040   ",72.7   ,"2,583,404   ",70.0   ,"101,636   ",3.8   
09,Connecticut,2007,"2,707,895   ","1,845,695   ",68.2   ,"1,760,875   ",65.0   ,"84,820   ",4.6   
10,Delaware,2007,"668,101   ","442,841   ",66.3   ,"427,265   ",64.0   ,"15,576   ",3.5   
11,District of Columbia,2007,"473,306   ","325,714   ",68.8   ,"307,920   ",65.1   ,"17,794   ",5.5   
12,Florida,2007,"14,339,230   ","9,205,776   ",64.2   ,"8,839,027   ",61.6   ,"366,749   ",4.0   
13,Georgia,2007,"7,072,669   ","4,811,164   ",68.0   ,"4,587,739   ",64.9   ,"223,425   ",4.6   
15,Hawaii,2007,"968,365   ","637,226   ",65.8   ,"620,107   ",64.0   ,"17,119   ",2.7   
16,Idaho,2007,"1,112,418   ","749,993   ",67.4   ,"727,728   ",65.4   ,"22,265   ",3.0   
17,Illinois,2007,"9,743,313   ","6,660,238   ",68.4   ,"6,322,029   ",64.9   ,"338,209   ",5.1   
18,Indiana,2007,"4,836,385   ","3,230,363   ",66.8   ,"3,081,532   ",63.7   ,"148,831   ",4.6   
19,Iowa,2007,"2,306,017   ","1,666,412   ",72.3   ,"1,603,626   ",69.5   ,"62,786   ",3.8   
20,Kansas,2007,"2,096,349   ","1,471,969   ",70.2   ,"1,411,384   ",67.3   ,"60,585   ",4.1   
21,Kentucky,2007,"3,274,539   ","2,038,746   ",62.3   ,"1,923,728   ",58.7   ,"115,018   ",5.6   
22,Louisiana,2007,"3,288,915   ","2,010,651   ",61.1   ,"1,934,340   ",58.8   ,"76,311   ",3.8   
23,Maine,2007,"1,056,884   ","699,363   ",66.2   ,"666,350   ",63.0   ,"33,013   ",4.7   
24,Maryland,2007,"4,325,591   ","2,988,436   ",69.1   ,"2,885,456   ",66.7   ,"102,980   ",3.4   
25,Massachusetts,2007,"5,134,517   ","3,430,954   ",66.8   ,"3,276,532   ",63.8   ,"154,422   ",4.5   
26,Michigan,2007,"7,775,228   ","5,034,495   ",64.8   ,"4,678,094   ",60.2   ,"356,401   ",7.1   
27,Minnesota,2007,"4,013,095   ","2,903,453   ",72.3   ,"2,768,068   ",69.0   ,"135,385   ",4.7   
28,Mississippi,2007,"2,171,648   ","1,302,204   ",60.0   ,"1,220,039   ",56.2   ,"82,165   ",6.3   
29,Missouri,2007,"4,532,828   ","3,048,607   ",67.3   ,"2,894,771   ",63.9   ,"153,836   ",5.0   
30,Montana,2007,"750,440   ","502,706   ",67.0   ,"485,500   ",64.7   ,"17,206   ",3.4   
31,Nebraska,2007,"1,342,436   ","981,688   ",73.1   ,"952,622   ",71.0   ,"29,066   ",3.0   
32,Nevada,2007,"1,938,289   ","1,306,180   ",67.4   ,"1,245,102   ",64.2   ,"61,078   ",4.7   
33,New Hampshire,2007,"1,042,854   ","740,033   ",71.0   ,"713,782   ",68.4   ,"26,251   ",3.5   
34,New Jersey,2007,"6,686,077   ","4,456,306   ",66.7   ,"4,264,617   ",63.8   ,"191,689   ",4.3   
35,New Mexico,2007,"1,482,766   ","936,464   ",63.2   ,"903,919   ",61.0   ,"32,545   ",3.5   
36,New York,2007,"15,191,922   ","9,532,054   ",62.7   ,"9,097,751   ",59.9   ,"434,303   ",4.6   
51000,New York city,2007,"6,528,604   ","3,863,761   ",59.2   ,"3,673,501   ",56.3   ,"190,260   ",4.9   
37,North Carolina,2007,"6,879,821   ","4,498,441   ",65.4   ,"4,283,826   ",62.3   ,"214,615   ",4.8   
38,North Dakota,2007,"495,854   ","366,467   ",73.9   ,"355,050   ",71.6   ,"11,417   ",3.1   
39,Ohio,2007,"8,899,484   ","5,946,520   ",66.8   ,"5,611,042   ",63.0   ,"335,478   ",5.6   
40,Oklahoma,2007,"2,716,737   ","1,734,937   ",63.9   ,"1,663,632   ",61.2   ,"71,305   ",4.1   
41,Oregon,2007,"2,926,092   ","1,921,081   ",65.7   ,"1,821,827   ",62.3   ,"99,254   ",5.2   
42,Pennsylvania,2007,"9,829,441   ","6,330,354   ",64.4   ,"6,054,127   ",61.6   ,"276,227   ",4.4   
44,Rhode Island,2007,"837,511   ","574,246   ",68.6   ,"544,437   ",65.0   ,"29,809   ",5.2   
45,South Carolina,2007,"3,374,548   ","2,129,320   ",63.1   ,"2,010,252   ",59.6   ,"119,068   ",5.6   
46,South Dakota,2007,"604,823   ","439,422   ",72.7   ,"426,763   ",70.6   ,"12,659   ",2.9   
47,Tennessee,2007,"4,760,074   ","3,047,934   ",64.0   ,"2,901,754   ",61.0   ,"146,180   ",4.8   
48,Texas,2007,"17,390,495   ","11,411,891   ",65.6   ,"10,914,098   ",62.8   ,"497,793   ",4.4   
49,Utah,2007,"1,889,476   ","1,364,769   ",72.2   ,"1,329,174   ",70.3   ,"35,595   ",2.6   
50,Vermont,2007,"502,287   ","355,293   ",70.7   ,"341,282   ",67.9   ,"14,011   ",3.9   
51,Virginia,2007,"5,857,950   ","4,017,176   ",68.6   ,"3,894,111   ",66.5   ,"123,065   ",3.1   
53,Washington,2007,"5,005,665   ","3,386,775   ",67.7   ,"3,232,652   ",64.6   ,"154,123   ",4.6   
54,West Virginia,2007,"1,444,435   ","808,707   ",56.0   ,"774,412   ",53.6   ,"34,295   ",4.2   
55,Wisconsin,2007,"4,358,161   ","3,096,926   ",71.1   ,"2,948,725   ",67.7   ,"148,201   ",4.8   
56,Wyoming,2007,"403,554   ","290,580   ",72.0   ,"282,417   ",70.0   ,"8,163   ",2.8   
01,Alabama,2008,"3,591,892   ","2,160,934   ",60.2   ,"2,053,747   ",57.2   ,"107,187   ",5.0   
02,Alaska,2008,"501,689   ","355,835   ",70.9   ,"333,023   ",66.4   ,"22,812   ",6.4   
04,Arizona,2008,"4,868,327   ","3,097,240   ",63.6   ,"2,912,572   ",59.8   ,"184,668   ",6.0   
05,Arkansas,2008,"2,186,304   ","1,366,841   ",62.5   ,"1,293,672   ",59.2   ,"73,169   ",5.4   
06,California,2008,"27,606,374   ","18,207,340   ",66.0   ,"16,893,860   ",61.2   ,"1,313,480   ",7.2   
037,Los Angeles County,2008,"7,458,801   ","4,936,006   ",66.2   ,"4,566,914   ",61.2   ,"369,092   ",7.5   
08,Colorado,2008,"3,767,281   ","2,731,053   ",72.5   ,"2,599,724   ",69.0   ,"131,329   ",4.8   
09,Connecticut,2008,"2,727,282   ","1,874,058   ",68.7   ,"1,768,919   ",64.9   ,"105,139   ",5.6   
10,Delaware,2008,"678,154   ","445,127   ",65.6   ,"423,448   ",62.4   ,"21,679   ",4.9   
11,District of Columbia,2008,"477,782   ","333,799   ",69.9   ,"311,905   ",65.3   ,"21,894   ",6.6   
12,Florida,2008,"14,477,369   ","9,216,375   ",63.7   ,"8,637,200   ",59.7   ,"579,175   ",6.3   
13,Georgia,2008,"7,197,409   ","4,845,054   ",67.3   ,"4,540,706   ",63.1   ,"304,348   ",6.3   
15,Hawaii,2008,"975,321   ","643,695   ",66.0   ,"617,496   ",63.3   ,"26,199   ",4.1   
16,Idaho,2008,"1,134,171   ","757,783   ",66.8   ,"721,370   ",63.6   ,"36,413   ",4.8   
17,Illinois,2008,"9,811,776   ","6,672,681   ",68.0   ,"6,248,336   ",63.7   ,"424,345   ",6.4   
18,Indiana,2008,"4,874,492   ","3,246,585   ",66.6   ,"3,057,140   ",62.7   ,"189,445   ",5.8   
19,Iowa,2008,"2,319,607   ","1,676,873   ",72.3   ,"1,609,381   ",69.4   ,"67,492   ",4.0   
20,Kansas,2008,"2,111,166   ","1,481,037   ",70.2   ,"1,415,915   ",67.1   ,"65,122   ",4.4   
21,Kentucky,2008,"3,307,860   ","2,041,620   ",61.7   ,"1,907,036   ",57.7   ,"134,584   ",6.6   
22,Louisiana,2008,"3,352,739   ","2,056,146   ",61.3   ,"1,965,326   ",58.6   ,"90,820   ",4.4   
23,Maine,2008,"1,062,381   ","703,025   ",66.2   ,"665,065   ",62.6   ,"37,960   ",5.4   
24,Maryland,2008,"4,357,178   ","3,021,716   ",69.4   ,"2,892,812   ",66.4   ,"128,904   ",4.3   
25,Massachusetts,2008,"5,184,502   ","3,463,111   ",66.8   ,"3,277,934   ",63.2   ,"185,177   ",5.3   
26,Michigan,2008,"7,772,411   ","4,960,501   ",63.8   ,"4,551,085   ",58.6   ,"409,416   ",8.3   
27,Minnesota,2008,"4,050,170   ","2,929,859   ",72.3   ,"2,771,749   ",68.4   ,"158,110   ",5.4   
28,Mississippi,2008,"2,186,906   ","1,302,212   ",59.5   ,"1,213,516   ",55.5   ,"88,696   ",6.8   
29,Missouri,2008,"4,576,051   ","3,050,218   ",66.7   ,"2,869,908   ",62.7   ,"180,310   ",5.9   
30,Montana,2008,"759,997   ","509,735   ",67.1   ,"486,803   ",64.1   ,"22,932   ",4.5   
31,Nebraska,2008,"1,352,164   ","994,393   ",73.5   ,"961,769   ",71.1   ,"32,624   ",3.3   
32,Nevada,2008,"1,976,670   ","1,350,247   ",68.3   ,"1,254,466   ",63.5   ,"95,781   ",7.1   
33,New Hampshire,2008,"1,051,320   ","743,301   ",70.7   ,"714,205   ",67.9   ,"29,096   ",3.9   
34,New Jersey,2008,"6,722,056   ","4,508,578   ",67.1   ,"4,261,840   ",63.4   ,"246,738   ",5.5   
35,New Mexico,2008,"1,499,299   ","947,435   ",63.2   ,"904,735   ",60.3   ,"42,700   ",4.5   
36,New York,2008,"15,272,352   ","9,629,239   ",63.1   ,"9,111,277   ",59.7   ,"517,962   ",5.4   
51000,New York city,2008,"6,571,180   ","3,911,428   ",59.5   ,"3,697,491   ",56.3   ,"213,937   ",5.5   
37,North Carolina,2008,"7,011,929   ","4,568,783   ",65.2   ,"4,280,355   ",61.0   ,"288,428   ",6.3   
38,North Dakota,2008,"498,983   ","370,270   ",74.2   ,"358,724   ",71.9   ,"11,546   ",3.1   
39,Ohio,2008,"8,929,752   ","5,940,226   ",66.5   ,"5,550,368   ",62.2   ,"389,858   ",6.6   
40,Oklahoma,2008,"2,743,197   ","1,741,153   ",63.5   ,"1,675,965   ",61.1   ,"65,188   ",3.7   
41,Oregon,2008,"2,970,432   ","1,954,125   ",65.8   ,"1,827,032   ",61.5   ,"127,093   ",6.5   
42,Pennsylvania,2008,"9,888,397   ","6,449,945   ",65.2   ,"6,104,883   ",61.7   ,"345,062   ",5.3   
44,Rhode Island,2008,"838,434   ","571,805   ",68.2   ,"527,632   ",62.9   ,"44,173   ",7.7   
45,South Carolina,2008,"3,439,974   ","2,143,293   ",62.3   ,"1,998,368   ",58.1   ,"144,925   ",6.8   
46,South Dakota,2008,"611,461   ","442,699   ",72.4   ,"429,395   ",70.2   ,"13,304   ",3.0   
47,Tennessee,2008,"4,821,665   ","3,056,925   ",63.4   ,"2,854,034   ",59.2   ,"202,891   ",6.6   
48,Texas,2008,"17,740,350   ","11,650,935   ",65.7   ,"11,076,376   ",62.4   ,"574,559   ",4.9   
49,Utah,2008,"1,934,013   ","1,376,458   ",71.2   ,"1,330,369   ",68.8   ,"46,089   ",3.3   
50,Vermont,2008,"504,718   ","357,869   ",70.9   ,"341,692   ",67.7   ,"16,177   ",4.5   
51,Virginia,2008,"5,926,737   ","4,138,205   ",69.8   ,"3,974,624   ",67.1   ,"163,581   ",4.0   
53,Washington,2008,"5,089,154   ","3,473,010   ",68.2   ,"3,284,836   ",64.5   ,"188,174   ",5.4   
54,West Virginia,2008,"1,448,678   ","803,517   ",55.5   ,"769,443   ",53.1   ,"34,074   ",4.2   
55,Wisconsin,2008,"4,388,989   ","3,090,838   ",70.4   ,"2,941,323   ",67.0   ,"149,515   ",4.8   
56,Wyoming,2008,"410,860   ","296,174   ",72.1   ,"286,991   ",69.9   ,"9,183   ",3.1   
01,Alabama,2009,"3,621,410   ","2,145,622   ",59.2   ,"1,936,662   ",53.5   ,"208,960   ",9.7   
02,Alaska,2009,"511,902   ","358,398   ",70.0   ,"330,709   ",64.6   ,"27,689   ",7.7   
04,Arizona,2009,"4,951,436   ","3,128,970   ",63.2   ,"2,821,791   ",57.0   ,"307,179   ",9.8   
05,Arkansas,2009,"2,203,566   ","1,350,023   ",61.3   ,"1,248,536   ",56.7   ,"101,487   ",7.5   
06,California,2009,"27,946,731   ","18,220,103   ",65.2   ,"16,154,990   ",57.8   ,"2,065,113   ",11.3   
037,Los Angeles County,2009,"7,525,387   ","4,907,632   ",65.2   ,"4,339,328   ",57.7   ,"568,304   ",11.6   
08,Colorado,2009,"3,838,336   ","2,734,568   ",71.2   ,"2,512,932   ",65.5   ,"221,636   ",8.1   
09,Connecticut,2009,"2,746,833   ","1,896,659   ",69.0   ,"1,741,104   ",63.4   ,"155,555   ",8.2   
10,Delaware,2009,"686,095   ","439,322   ",64.0   ,"404,570   ",59.0   ,"34,752   ",7.9   
11,District of Columbia,2009,"486,105   ","335,137   ",68.9   ,"302,781   ",62.3   ,"32,356   ",9.7   
